gold_id,category_code,leaf,source,item_text,description,provider,farm,audit_reason,verify_flag,direction,split
SA-00015,ADM-1.10,Otros Servicios y Asesorias,silver_audit,RECURSOS HUMANOS,CONSULTORIA EN GESTIÓN DE PERSONAS MAYO,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,"[high] HR consultancy service, professional fee not wages | client hint: same provider+item = ADM-1.10",,,
SA-00016,ADM-1.10,Otros Servicios y Asesorias,silver_audit,PREVENCION DE RIESGOS,CONSULTORIA POR PROFESIONAL EN SEGURIDAD Y SALUD OCUPACIONAL OCTUBRE,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,[high] OHS consultancy; client hint ADM-1.10 explicitly shows 'SEGURIDAD Y SALUD OCUPA' as example. | client hint ADM-1.10 example provider 'SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPA',,,
SA-00017,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Bank commission for payroll admin service; rule: 'administracion del servicio' is NOT wages. | rule ADM-1.1 'administracion del servicio NOT wages'; taxonomy ADM-1.7 misc admin,,,
SA-00018,ADM-1.4,Movilizacion,silver_audit,Venta de asiento,Venta de asiento,LATAM AIRLINES GROUP SA,,[high] Airline ticket (venta de asiento) from LATAM = administration travel/mobilization. | taxonomy ADM-1.4 plane tickets; provider LATAM AIRLINES,,,
SA-00019,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION DE MANTENCION DE PLAN,COMISION DE MANTENCION DE PLAN,Santander - Chile,,[high] Bank plan maintenance commission fits otros gastos administracion | taxonomy desc ADM-1.7 + provider Santander Banco Comercial,,,
SA-00020,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MANTENCION PLAN (EXENTO DE IVA),COMISION MANTENCION PLAN (EXENTO DE IVA),Santander - Chile,,[high] Santander bank plan maintenance commission; IVA exento bank fee = Otros Gastos Administracion. | taxonomy ADM-1.7 + Banco Comercial + bank commission,,,
SA-00021,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 8640 KwH with demanda maxima consistent with dairy shed operation | sibling demanda maxima + KwH + provider COOP RURAL ELECT,,,
SA-00022,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 06/2025 CONTRATO 1731305,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00023,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Bank commission for payroll administration service; not direct employee wages. | rule: ADM-1.1 needs explicit wages; Banco de Chile bank fee ADM-1.7,,,
SA-00024,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 11/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is a service fee not insurance policy | taxonomy desc ADM-2.3 requires insurance; monitoring=service; ADM-1.7 fits,,,
SA-00025,ADM-1.8,Asesoria Contable,silver_audit,FACTURACION ELECTRONICA,GestionDTE Facturas Periodo Octubre de 2025,AUDISOFT SPA,,[high] AUDISOFT electronic invoicing software; AUDISOFT named in ADM-1.8 taxonomy example. | taxonomy ADM-1.8 'audysoft'; provider AUDISOFT SPA sibling Licencia Audisoft,,,
SA-00026,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION DE MANTENCION DE PLAN,COMISION DE MANTENCION DE PLAN,Santander - Chile,,[high] Bank plan maintenance commission fits otros gastos administracion | taxonomy desc ADM-1.7 + provider Santander Banco Comercial,,,
SA-00027,ADM-1.4,Movilizacion,silver_audit,Intereses Exentos,,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,,[high/toll] Toll/peaje charge; ADM-1.4 lists 'peajes'. | client desc ADM-1.4,,,
SA-00028,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 05/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00029,ADM-1.4,Movilizacion,silver_audit,Intereses Exentos,,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,,[high/toll] Toll/peaje charge; ADM-1.4 lists 'peajes'. | client desc ADM-1.4,,,
SA-00030,ADM-1.10,Otros Servicios y Asesorias,silver_audit,RECURSOS HUMANOS,CONSULTORIA EN GESTIÓN DE PERSONAS ABRIL,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,[high/consultancy] External HR/OHS advisory; ADM-1.10 Otros Servicios y Asesorias. | client hint->ADM-1.10,,,
SA-00031,EXP-12.2,Analisis Animales,silver_audit,NEOSPOROSIS ELISA SUERO,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] ELISA serology for Neospora; siblings IBR/Leptospira/BVD confirm infectious disease diagnostic panel. | taxonomy desc EXP-12.2 + sibling animal serology tests,,,
SA-00032,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 7860 KwH with demanda maxima consistent with dairy shed | sibling demanda maxima + KwH + provider COOP RURAL ELECT,,,
SA-00033,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 02/2025 CONTRATO 1731305,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00034,ADM-1.7,Otros Gastos Administracion,silver_audit,Administracion de Contratos,,BANCO BICE,,[high] Bank contract administration fee not legal advisory; sibling is lease payment | sibling arrendamiento + provider BANCO BICE Banco Comercial; ADM-1.7 bank fee,,,
SA-00035,ADM-1.9,Asesoria Legal,silver_audit,Representacion Casub RBM,,AWÜA CONSULTORES SPA,,[high] Legal representation service from law advisory firm confirmed | taxonomy desc ADM-1.9 + giro ASESORIAS Y SERVICIOS LEGALES,,,
SA-00036,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 10/2025 CONTRATO 1697527,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00037,EXP-15.5,Servicios Agricolas,silver_audit,OCTUBRE,SERVICIO DE CARRO PURINERO CORRESPONDIENTE A ( 36 CARROS X 11.000 LT),AGRÍCOLA RIBERAS DEL SAUCE SPA,,[high] Slurry cart service; purines explicitly listed under EXP-15.5 servicios agricolas. | taxonomy EXP-15.5 'purines'; dsc_item 'CARRO PURINERO',,,
SA-00038,ADM-1.7,Otros Gastos Administracion,silver_audit,TRANSPORTE DE CARGA Y ENCOMIENDA: 252700360,,Kaudat SpA,,[high] Courier/parcel/encomienda service; client example hint matches exactly this item type. | client hint ADM-1.7 example: TRANSPORTE DE CARGA Y ENCOMIENDA; taxonomy desc envios/encomienda,,,
SA-00039,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology test; siblings=Brucelosis+Leucosis ELISA; animal diagnostics. | taxonomy desc EXP-12.2 + sibling animal serology tests,,,
SA-00040,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge on electricity bill; rural coop electricity provider | provider COOP RURAL ELECT + sibling 456 KwH electricity consumed,,,
SA-00041,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MANTENCION PLAN (EXENTO DE IVA),COMISION MANTENCION PLAN (EXENTO DE IVA),Santander - Chile,,[high] Santander bank plan maintenance commission; bank admin fee fits Otros Gastos Administracion. | taxonomy ADM-1.7 + Banco Comercial + bank commission,,,
SA-00042,ADM-1.8,Asesoria Contable,silver_audit,FACTURACION ELECTRONICA,GestionDTE Facturas Periodo Febrero de 2025,AUDISOFT SPA,,[high] Electronic invoicing service AUDISOFT; rubric explicitly lists audysoft under ADM-1.8. | taxonomy ADM-1.8 audysoft; sibling LICENCIA AUDISOFT,,,
SA-00043,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology; siblings=Brucelosis+Paratuberculosis; animal disease panel. | taxonomy desc EXP-12.2 + sibling animal serology tests,,,
SA-00044,EXP-12.1,Analisis Suelo y forraje,silver_audit,NIRS ENSILAJE PRADERA FORRAJE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] NIRS forage/silage analysis with sibling muestreo forraje; rule: NIRS->EXP-12.1 | rule: NIRS -> analysis category EXP-12.1; sibling: MUESTREO FORRAJE,,,
SA-00045,EXP-9.2,Otros Gastos Riego,silver_audit,K-L NIPLE ADAPTADOR ASPERSOR NELSON,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"[high] Nelson sprinkler adapter niple; siblings are irrigation system components | siblings: Nelson R2000 sprinkler, tubes, fittings, pressure regulator",,,
SA-00046,ADM-1.7,Otros Gastos Administracion,silver_audit,Administracion de Contratos,,BANCO BICE,,[high] Bank contract administration fee not legal advisory; sibling is lease payment | sibling arrendamiento + provider BANCO BICE Banco Comercial; ADM-1.7 bank fee,,,
SA-00047,ADM-1.4,Movilizacion,silver_audit,Gastos Cobranza,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",,[high/toll] Toll/peaje charge; ADM-1.4 lists 'peajes'. | client desc ADM-1.4,,,
SA-00048,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 07/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00049,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MANTENCION PLAN (EXENTO DE IVA),COMISION MANTENCION PLAN (EXENTO DE IVA),Santander - Chile,,[high] Santander bank plan maintenance commission; bank admin fee fits Otros Gastos Administracion. | taxonomy ADM-1.7 + Banco Comercial + bank commission,,,
SA-00050,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MANTENCION PLAN (EXENTO DE IVA),COMISION MANTENCION PLAN (EXENTO DE IVA),Santander - Chile,,[high] Santander bank plan maintenance commission; IVA exento bank fee = Otros Gastos Administracion. | taxonomy ADM-1.7 + Banco Comercial + bank commission,,,
SA-00051,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology test; sibling=Brucelosis; animal disease diagnostics. | taxonomy desc EXP-12.2 + sibling Brucelosis serology test,,,
SA-00052,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 04/2025 CONTRATO 1731576,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00053,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 03/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is a service fee not insurance policy | taxonomy desc ADM-2.3 requires insurance; monitoring=service; ADM-1.7 fits,,,
SA-00054,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 10/2025 CONTRATO 1731576,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00055,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Bank commission for payroll processing service; not actual wages paid to staff. | rule: ADM-1.1 needs explicit wages; item is bank fee for convenio remuneraciones,,,
SA-00056,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Bank commission for payroll convenio administration; not actual salary/wages payment. | rule: ADM-1.1 needs explicit wages; Banco de Chile commission is admin fee,,,
SA-00057,EXP-14.4,Mantencion Instalaciones,silver_audit,RETIRO ALIMENTO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,,[high] Feed removal from silo before cleaning; same invoice as lavado silo interior; facility maintenance. | taxonomy desc EXP-14.4; sibling=LAVADO SILO INTERIOR+CAMION; provider giro=lecherias silos,,,
SA-00058,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 06/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00059,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION DE MANTENCION DE PLAN,COMISION DE MANTENCION DE PLAN,Santander - Chile,,[high] Bank plan maintenance commission fits otros gastos administracion | taxonomy desc ADM-1.7 + provider Santander Banco Comercial,,,
SA-00060,EXP-15.3,Fletes,silver_audit,Flete de insumos de Colun,a Futrono El Maitén,JUAN ANGEL ANIBAL VERGARA OBANDO,,[high] Freight of Colun farm inputs from origin to farm; transport company giro confirms flete. | taxonomy EXP-15.3 + client product hint FLETE COLUN + transport giro,,,
SA-00061,ADM-1.8,Asesoria Contable,silver_audit,FACTURACION ELECTRONICA,GestionDTE Facturas Periodo Abril de 2025,AUDISOFT SPA,,[high] Electronic invoicing service AUDISOFT; rubric explicitly lists audysoft under ADM-1.8. | taxonomy ADM-1.8 audysoft; provider AUDISOFT SPA,,,
SA-00062,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 11/2025 CONTRATO 1731305,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00063,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology test; sibling=Brucelosis; animal disease diagnostics. | taxonomy desc EXP-12.2 + sibling Brucelosis serology test,,,
SA-00064,EXP-14.4,Mantencion Instalaciones,silver_audit,ROSCO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,,[high] Rosco used in silo cleaning job; siblings lavado silo = maintenance of farm installation | siblings: LAVADO SILO INTERIOR + PINTURA CONO Y ANILLO; silo = installation,,,
SA-00065,EXP-14.2,Mantencion Cercos,silver_audit,dias trabajados,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,,"[high] Labor days with fence repair siblings confirms fence maintenance work | siblings: cerco salas sur y norte, cerco pozo lastre, etc.",,,
SA-00066,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology test; siblings=Brucelosis+Leucosis; animal disease diagnostics. | taxonomy desc EXP-12.2 + sibling animal serology tests,,,
SA-00067,EXP-13.1,Mantencion Maquinaria,silver_audit,MANO DE OBRA JOSE Q,MANO DE OBRA JOSE Q,LIDIA ANGELICA SANHUEZA FUENTES,,[high] Labour on invoice with Stihl engine parts and greasing; all machinery maintenance context. | taxonomy desc EXP-13.1; siblings=Stihl engine parts+engrace; giro=maquinarias servicio tecnico,,,
SA-00068,ADM-1.7,Otros Gastos Administracion,silver_audit,TRANSPORTE DE CARGA Y ENCOMIENDA: 254539329,,Kaudat SpA,,[high] Courier/parcel/encomienda service; client example hint matches exactly this item type. | client hint ADM-1.7 example: TRANSPORTE DE CARGA Y ENCOMIENDA; taxonomy desc envios/encomienda,,,
SA-00069,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Banco de Chile monthly commission for payroll service; not an actual wage payment. | rule: ADM-1.1 needs explicit wages; item is bank commission for convenio,,,
SA-00070,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 08/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00071,ADM-1.4,Movilizacion,silver_audit,Intereses Exentos,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",,[high/toll] Toll/peaje charge; ADM-1.4 lists 'peajes'. | client desc ADM-1.4,,,
SA-00072,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 6180 KwH with demanda maxima consistent with dairy shed | sibling electricity + demanda maxima + provider COOP RURAL ELECT,,,
SA-00073,ADM-1.7,Otros Gastos Administracion,silver_audit,Interes Exento por mora,,Sociedad Concesionaria Costanera Norte S.A.,,[high] Late payment interest on toll road; administrative miscellaneous expense. Sibling: Gastos Cobranzas. | taxonomy ADM-1.7 misc admin; provider=toll road concession; sibling Gastos Cobranza,,,
SA-00074,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Bank commission for payroll admin service; rule: 'administracion del servicio' is NOT wages. | rule ADM-1.1 'administracion del servicio NOT wages'; taxonomy ADM-1.7 misc admin,,,
SA-00075,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology test; sibling=Brucelosis; animal disease diagnostics. | taxonomy desc EXP-12.2 + sibling Brucelosis serology test,,,
SA-00076,ADM-1.10,Otros Servicios y Asesorias,silver_audit,RECURSOS HUMANOS,CONSULTORIA EN GESTIÓN DE PERSONAS SEPTIEMBRE,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,[high/consultancy] External HR/OHS advisory; ADM-1.10 Otros Servicios y Asesorias. | client hint->ADM-1.10,,,
SA-00077,EXP-12.1,Analisis Suelo y forraje,silver_audit,MUESTREO DE SUELOS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Soil sampling with sibling analisis suelo+azufre = soil lab testing | siblings: ANALISIS SIRD-S BASICO SUELO + AZUFRE; client hint EXP-12.1,,,
SA-00078,EXP-12.2,Analisis Animales,silver_audit,BOH BUTIRATO SUERO,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,"[high] Beta-hydroxybutyrate (ketosis marker) serum test; siblings confirm animal blood chemistry panel. | taxonomy desc EXP-12.2 + sibling serum markers (GOT, GGT, minerales)",,,
SA-00079,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge on electricity bill; rural coop electricity provider | provider COOP RURAL ELECT + sibling 583 KwH electricity consumed,,,
SA-00080,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 02/2025 CONTRATO 1731275,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00081,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 05/2025 CONTRATO 1731305,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00082,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MANTENCION PLAN (EXENTO DE IVA),COMISION MANTENCION PLAN (EXENTO DE IVA),Santander - Chile,,[high] Santander bank plan maintenance commission; bank admin fee fits Otros Gastos Administracion. | taxonomy ADM-1.7 + Banco Comercial + bank commission,,,
SA-00083,ADM-1.10,Otros Servicios y Asesorias,silver_audit,RECURSOS HUMANOS,CONSULTORIA EN GESTIÓN DE PERSONAS SEPTIEMBRE,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,"[high] HR consultancy service, professional fee not wages | client hint: same provider+item = ADM-1.10",,,
SA-00084,EXP-14.4,Mantencion Instalaciones,silver_audit,Raspado y bruñido,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,,[high] Raspado y bruñido with sibling Limpieza silo + Pintura cono y anillo = silo maintenance | siblings: Limpieza silo 33 T; Pintura cono y anillo; EXP-14.4,,,
SA-00085,ADM-1.4,Movilizacion,silver_audit,Intereses Exentos,,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,,[high/toll] Toll/peaje charge; ADM-1.4 lists 'peajes'. | client desc ADM-1.4,,,
SA-00086,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 04/2025 CONTRATO 1731305,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00087,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge on electricity bill; provider = dairy electricity coop | provider COOP RURAL ELECT RIO BUENO + client hint EXP-11.1 for this provider,,,
SA-00088,ADM-1.10,Otros Servicios y Asesorias,silver_audit,RECURSOS HUMANOS,CONSULTORIA EN GESTIÓN DE PERSONAS DICIEMBRE,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,[high/consultancy] External HR/OHS advisory; ADM-1.10 Otros Servicios y Asesorias. | client hint->ADM-1.10,,,
SA-00089,EXP-15.5,Servicios Agricolas,silver_audit,TRASLADO DE ABONO,2 VUELTAS - TINEO,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,"[high] Traslado de abono = manure transport service; agricultural contracting; EXP-5.1 is feed not manure | siblings: SMART BLUE fertilizer, CULTIVO; EXP-15.5 includes purines service",,,
SA-00090,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 17400 KwH with demanda maxima industrial dairy scale consumption | sibling 17400 KwH + demanda maxima + provider COOP RURAL ELECT,,,
SA-00091,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 11/2025 CONTRATO 1697527,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00092,EXP-13.1,Mantencion Maquinaria,silver_audit,ACEITE DE CADENA LTS,ACEITE DE CADENA LTS,LIDIA ANGELICA SANHUEZA FUENTES,,[high] Chain oil on invoice with Stihl chainsaw/brushcutter parts; rule: aceite/repuestos -> EXP-13.1. | rule: aceite/lubricante/repuestos=EXP-13.1; siblings=Stihl engine parts,,,
SA-00093,ADM-1.7,Otros Gastos Administracion,silver_audit,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,[high] Bank commission for payroll admin service; rule: 'administracion del servicio' is NOT wages. | rule ADM-1.1 'administracion del servicio NOT wages'; taxonomy ADM-1.7 misc admin,,,
SA-00094,EXP-14.4,Mantencion Instalaciones,silver_audit,MANO DE OBRA,CONSTRUCCION SALA ENFRIADORES,ALEJANDRO RICARDO CARRASCO AGUILAR,,[high] Labour for building cooling room; construction of farm installation fits EXP-14.4. | taxonomy desc EXP-14.4 (casas galpones construccion); dsc_item=construccion sala enfriadores,,,
SA-00095,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge; 5400 KwH with demanda maxima consistent with dairy shed | sibling demanda maxima + KwH + provider COOP RURAL ELECT,,,
SA-00096,ADM-1.10,Otros Servicios y Asesorias,silver_audit,RECURSOS HUMANOS,CONSULTORIA EN GESTIÓN DE PERSONAS AGOSTO,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,[high] HR consultancy service; not wages/payroll; client hint confirms ADM-1.10 for this provider/item. | client hint ADM-1.10 + rule: ADM-1.1 requires explicit wages,,,
SA-00097,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge on electricity bill; 7440 KwH with demanda maxima consistent with dairy shed | rule: utility-bill lines follow provider+sibling; client hint EXP-11.1 for COOP RURAL ELECT,,,
SA-00098,EXP-12.2,Analisis Animales,silver_audit,LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,[high] Bovine leukosis ELISA serology test; siblings=Brucelosis+Leucosis ELISA; animal diagnostics. | taxonomy desc EXP-12.2 + sibling animal serology tests,,,
SA-00099,EXP-11.1,Electricidad Lecheria,silver_audit,Administracion del servicio,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,,[high] Admin charge on electricity bill; rural coop electricity provider | provider COOP RURAL ELECT + sibling 115 KwH electricity consumed,,,
SA-00100,ADM-1.7,Otros Gastos Administracion,silver_audit,MONITOREO MES DE 05/2025 CONTRATO 1731576,,VERISURE CHILE SPA,,[high] Verisure monthly security monitoring is service fee not vehicle insurance | taxonomy desc ADM-2.1 vehicle insurance; monitoring not insurance; ADM-1.7 fits,,,
SA-00101,ADM-1.4,Movilizacion,silver_audit,Venta de asiento,Venta de asiento,LATAM AIRLINES GROUP SA,,[high] Airline ticket (venta de asiento) from LATAM = administration travel/mobilization. | taxonomy ADM-1.4 plane tickets; provider LATAM AIRLINES,,,
SA-00102,EXP-13.1,Mantencion Maquinaria,silver_audit,MANO DE OBRA SERVICIO TECNICO GILTRAP,MANO DE OBRA SERVICIO TECNICO GILTRAP,GALLAGHER CHILE SPA,,[high] GILTRAP technical service labor; sibling 'Trabajo maestranza' confirms machinery repair context. | taxonomy EXP-13.1 + sibling maestranza/workshop + Gallagher giro,,,
