check,key,gold_id,category_code,leaf,source,item_text,description,provider
A_item_text,TRANSPORTE DE ELECTRICIDAD,SA-00739,EXP-11.1,Electricidad Lecheria,file_audit,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A
A_item_text,TRANSPORTE DE ELECTRICIDAD,SP-00467,EXP-9.1,Energia Electrica Riego,silver_audit_v2,Transporte de Electricidad,,Sociedad Austral de Electricidad SA
A_item_text,TRANSPORTE DE ELECTRICIDAD,SP-00468,EXP-9.1,Energia Electrica Riego,silver_audit_v2,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A
A_item_text,TRAS FERTILIZANT VITRAMAG,SA-00955,EXP-6.5,Otros Fertilizantes,silver_audit,TRAS.FERTILIZANT VITRAMAG,DESDE MAITEN A TINEO,LUIS ANTONIO TORRES JARAMILLO
A_item_text,TRAS FERTILIZANT VITRAMAG,SP-00456,EXP-15.3,Fletes,silver_audit_v2,TRAS.FERTILIZANT VITRAMAG,DESDE MAITEN A TINEO,LUIS ANTONIO TORRES JARAMILLO
A_item_text,TRASLADO DE BOLOS,RG-00559,EXP-4.2,Bolos Silo,direct_client_example,TRASLADO DE BOLOS,,SERGIO FABIAN RODRIGUEZ DELGADO
A_item_text,TRASLADO DE BOLOS,SA-00799,EXP-4.2,Bolos Silo,silver_audit,TRASLADO DE BOLOS,BRAMADERO AL MAITEN,SERVICIOS VITAP SPA
A_item_text,TRASLADO DE BOLOS,SP-00383,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,BRAMADERO AL MAITEN,SERVICIOS VITAP SPA
A_item_text,TRASLADO DE BOLOS,SP-00384,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,DESDE BRAMADERO A YUTRECO 39 BOLOS,SERGIO FABIAN RODRIGUEZ DELGADO
A_item_text,TRASLADO DE BOLOS,SP-00385,EXP-15.3,Fletes,silver_audit_v2,Traslado de bolos,De silo desde raices a yutreco segun guia n 1473,MARCELO ALEJANDRO GUZMAN CATALAN
A_item_text,TRASLADO DE BOLOS,SP-00386,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,DESDE FDO BRAMADERO HASTA YUTRECO GUIAS 1479/1481,SERGIO FABIAN RODRIGUEZ DELGADO
A_item_text,TRASLADO DE BOLOS,SP-00387,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,DESDE BROMADERO HASTA YUTRECO GUIA 1487,SERGIO FABIAN RODRIGUEZ DELGADO
A_item_text,TRASLADO DE BOLOS,SP-00388,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,DESDE BRAMADERO HASTA YUTRECO GUIA 1491 1492 1493,SERGIO FABIAN RODRIGUEZ DELGADO
A_item_text,TRASLADO DE BOLOS,SP-00443,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,DEMAIHUE AL MAITEN,SERVICIOS VITAP SPA
A_item_text,TRI PFAN 200 LTS,SA-00455,EXP-10.3,Detergentes e higenizantes,file_audit,TRI-PFAN 200 LTS,,HGS DAIRY SOLUTIONS SPA
A_item_text,TRI PFAN 200 LTS,SA-00469,EXP-10.3,Detergentes e higenizantes,file_audit,TRI-PFAN 200 LTS,,GEA Farm Technologies Osorno Ltda.
A_item_text,TRI PFAN 200 LTS,SP-00331,EXP-10.1,Mantencion Sala,silver_audit_v2,TRI-PFAN 200 LTS,,GEA Farm Technologies Osorno Ltda.
A_item_text,VITRAMAG BRAMADERO,SA-00954,EXP-6.5,Otros Fertilizantes,silver_audit,VITRAMAG-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA
A_item_text,VITRAMAG BRAMADERO,SP-00455,EXP-7.0,AGROQUIMICOS,silver_audit_v2,VITRAMAG-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA
A_item_text,YUTRECO FERTILIZANTE,SA-00839,EXP-6.5,Otros Fertilizantes,silver_audit,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA
A_item_text,YUTRECO FERTILIZANTE,SP-00449,EXP-6.2,Nitrogeno,silver_audit_v2,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,ARRIENDO OCTUBRE 25,RG-00560,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
B_item_text+description,ARRIENDO OCTUBRE 25,RG-00561,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
B_item_text+description,ARRIENDO OCTUBRE 25,RG-00562,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
B_item_text+description,ARRIENDO OCTUBRE 25,RG-00563,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
B_item_text+description,ARRIENDO OCTUBRE 25,RG-00564,ADM-1.3,Arriendo Oficina,direct_client_example,ARRIENDO OCTUBRE 25,,ADDVISE SPA
B_item_text+description,ARRIENDO OCTUBRE 25,SP-00400,EXP-15.5,Servicios Agricolas,silver_audit_v2,Arriendo Octubre 25,,ADDVISE SPA
B_item_text+description,BOLOS BRAMADERO,RG-01056,EXP-4.2,Bolos Silo,file_audit,Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,BOLOS BRAMADERO,SP-00441,EXP-15.3,Fletes,silver_audit_v2,Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,BOLOS DE PAJA SEGUN GUIA DE DESPACHO N 2145 48 BOLOS EQUIVALENTES A 8 770 KG,SA-00833,EXP-5.4,Bolos,silver_audit,BOLOS DE PAJA,Según guía de despacho N° 2145 48 Bolos equivalentes a 8.770 kg.,SOC COMERCIAL AGRO-TRUST LTDA
B_item_text+description,BOLOS DE PAJA SEGUN GUIA DE DESPACHO N 2145 48 BOLOS EQUIVALENTES A 8 770 KG,SP-00437,EXP-4.2,Bolos Silo,silver_audit_v2,BOLOS DE PAJA,Según guía de despacho N° 2145 48 Bolos equivalentes a 8.770 kg.,SOC COMERCIAL AGRO-TRUST LTDA
B_item_text+description,BOLOS PAJA DE TRIGO SEGUN GUIA DESPACHO 573 574 575 579 580,SA-00837,EXP-4.3,Bolos Heno,silver_audit,Bolos Paja de Trigo,"Según Guía Despacho 573, 574, 575,579, 580",SERVICIOS AGRICOLAS OSORNO SPA
B_item_text+description,BOLOS PAJA DE TRIGO SEGUN GUIA DESPACHO 573 574 575 579 580,SP-00436,EXP-5.3,Concentrado Otros Animales,silver_audit_v2,Bolos Paja de Trigo,"Según Guía Despacho 573, 574, 575,579, 580",SERVICIOS AGRICOLAS OSORNO SPA
B_item_text+description,BOLOS SILO CHAPILCAHUIN 20 BOLOS SILO EMPASTADAS ARRIENDO,SA-00517,EXP-4.3,Bolos Heno,file_audit,BOLOS SILO CHAPILCAHUIN,20 bolos silo empastadas arriendo,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,BOLOS SILO CHAPILCAHUIN 20 BOLOS SILO EMPASTADAS ARRIENDO,SP-00434,EXP-4.2,Bolos Silo,silver_audit_v2,BOLOS SILO CHAPILCAHUIN,20 bolos silo empastadas arriendo,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,BOLOS SILO RAICES F2 BOLOS SILO F2 22 BOLOS EN 6 HA TOTAL,SA-00507,EXP-4.2,Bolos Silo,file_audit,BOLOS SILO RAICES F2,Bolos silo f2 22 bolos en 6 ha total,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,BOLOS SILO RAICES F2 BOLOS SILO F2 22 BOLOS EN 6 HA TOTAL,SP-00435,EXP-5.4,Bolos,silver_audit_v2,BOLOS SILO RAICES F2,Bolos silo f2 22 bolos en 6 ha total,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,CHAPILCAHUIN FERTILIZANTE APLICACION DE FERTILIZANTE TRIPLE 97 HA,SA-00964,EXP-6.5,Otros Fertilizantes,silver_audit,CHAPILCAHUIN FERTILIZANTE,APLICACION DE FERTILIZANTE TRIPLE 97 HA,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,CHAPILCAHUIN FERTILIZANTE APLICACION DE FERTILIZANTE TRIPLE 97 HA,SP-00457,EXP-7.0,AGROQUIMICOS,silver_audit_v2,CHAPILCAHUIN FERTILIZANTE,APLICACION DE FERTILIZANTE TRIPLE 97 HA,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,CONF BOLOS BRAMADERO,RG-01059,EXP-4.2,Bolos Silo,file_audit,Conf. Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,CONF BOLOS BRAMADERO,SP-00438,EXP-5.4,Bolos,silver_audit_v2,Conf. Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,CONF BOLOS TINEO,SA-00503,EXP-4.2,Bolos Silo,file_audit,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,CONF BOLOS TINEO,SP-00439,EXP-15.3,Fletes,silver_audit_v2,Conf.. bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,CONFECCION BOLOS PRADERA CONFECCION BOLOS 196 TOTALES,SA-00841,EXP-4.2,Bolos Silo,silver_audit,CONFECCIÓN BOLOS PRADERA,CONFECCIÓN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,CONFECCION BOLOS PRADERA CONFECCION BOLOS 196 TOTALES,SP-00419,EXP-4.3,Bolos Heno,silver_audit_v2,CONFECCIÓN BOLOS PRADERA,CONFECCIÓN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA
B_item_text+description,DIFERENCIA BOLOS TINEO,SA-00504,EXP-4.2,Bolos Silo,file_audit,Diferencia bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,DIFERENCIA BOLOS TINEO,SP-00440,EXP-15.3,Fletes,silver_audit_v2,Diferencia bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES
B_item_text+description,ELECTRICIDAD CONSUMIDA 115 KWH,SP-00050,EXP-11.2,Electricidad Casas e Instalaciones,silver_audit_v2,Electricidad consumida ( 115 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA
B_item_text+description,ELECTRICIDAD CONSUMIDA 115 KWH,SP-00085,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 115 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 153 KWH,SA-00957,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida ( 153 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA
B_item_text+description,ELECTRICIDAD CONSUMIDA 153 KWH,SP-00060,EXP-11.2,Electricidad Casas e Instalaciones,silver_audit_v2,Electricidad consumida ( 153 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA
B_item_text+description,ELECTRICIDAD CONSUMIDA 456 KWH,SA-00948,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 456 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 456 KWH,SP-00128,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 456 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 5400 KWH,SA-00910,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 5400 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 5400 KWH,SP-00118,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 5400 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 6240 KWH,SA-00855,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 6240 KWH,SP-00147,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 6240 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 7620 KWH,SA-00882,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 7620 KWH,SP-00126,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 7620 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 923 KWH,SA-00869,EXP-9.1,Energia Electrica Riego,silver_audit,Electricidad consumida 923 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,ELECTRICIDAD CONSUMIDA 923 KWH,SP-00143,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Electricidad consumida 923 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
B_item_text+description,GASOLINA 93,RG-00583,EXP-11.4,Bencina,direct_client_example,GASOLINA 93,,COLUN
B_item_text+description,GASOLINA 93,RG-00584,ADM-1.4,Movilizacion,direct_client_example,GASOLINA 93,,ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL
B_item_text+description,GASOLINA 93,RG-00585,ADM-1.4,Movilizacion,direct_client_example,GASOLINA 93,,ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL
B_item_text+description,GASOLINA 93,RG-00586,ADM-1.4,Movilizacion,direct_client_example,GASOLINA 93,,ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL
B_item_text+description,GASOLINA 93,RG-00587,ADM-1.4,Movilizacion,direct_client_example,GASOLINA 93,,ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL
B_item_text+description,GASOLINA 93,RG-00588,ADM-1.4,Movilizacion,direct_client_example,GASOLINA 93,,ESTACION DE SERVICIOS PAOLA USLAR MOLINA EIRL
B_item_text+description,GASOLINA 93,RG-01036,EXP-11.4,Bencina,file_audit,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI
B_item_text+description,GASTOS COBRANZA,SA-00047,ADM-1.4,Movilizacion,silver_audit,Gastos Cobranza,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A."
B_item_text+description,GASTOS COBRANZA,SP-00019,ADM-1.7,Otros Gastos Administracion,silver_audit_v2,Gastos Cobranza,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A."
B_item_text+description,GASTOS GESTION COBRANZAS,SA-00167,ADM-1.4,Movilizacion,silver_audit,Gastos Gestión Cobranzas,,Sociedad Concesionaria Costanera Norte S.A.
B_item_text+description,GASTOS GESTION COBRANZAS,SP-00018,ADM-1.7,Otros Gastos Administracion,silver_audit_v2,Gastos Gestión Cobranzas,,Sociedad Concesionaria Costanera Norte S.A.
B_item_text+description,INTERES POR MORA ENERGIA,SA-00857,EXP-9.1,Energia Electrica Riego,silver_audit,Interés por mora Energía,,CIA ELECTRICA OSORNO S A
B_item_text+description,INTERES POR MORA ENERGIA,SP-00469,EXP-11.1,Electricidad Lecheria,silver_audit_v2,Interés por mora Energía,,CIA ELECTRICA OSORNO S A
B_item_text+description,KILOS PAJA DE TRIGO CANTIDAD 39 MAXIFARDOS ACOPLADO JF 2403,SA-00836,EXP-4.3,Bolos Heno,silver_audit,KILOS PAJA DE TRIGO,CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403,AGRICOLA LAS LOMAS LIMITADA
B_item_text+description,KILOS PAJA DE TRIGO CANTIDAD 39 MAXIFARDOS ACOPLADO JF 2403,SP-00433,EXP-5.4,Bolos,silver_audit_v2,KILOS PAJA DE TRIGO,CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403,AGRICOLA LAS LOMAS LIMITADA
B_item_text+description,LIMPIEZA SILO 33 T,SA-00828,EXP-10.4,Otros Gastos Lecheria,silver_audit,Limpieza silo 33 T,,MANTENCION INDUSTRIAL DEL SUR LIMITADA
B_item_text+description,LIMPIEZA SILO 33 T,SP-00309,EXP-14.1,Mantencion Caminos,silver_audit_v2,Limpieza silo 33 T,,MANTENCION INDUSTRIAL DEL SUR LIMITADA
B_item_text+description,MAXXIFARDOS,SA-00940,EXP-5.4,Bolos,silver_audit,Maxxifardos,,SERVICIOS AGRICOLAS MECANIZADOS SPA
B_item_text+description,MAXXIFARDOS,SP-00416,EXP-4.2,Bolos Silo,silver_audit_v2,Maxxifardos,,SERVICIOS AGRICOLAS MECANIZADOS SPA
B_item_text+description,MIPRO PASTOREO SKYLINE FUNDO BRAMADEROS,SA-00405,EXP-2.4,Sales Minerales,file_audit,Mipro Pastoreo Skyline,//FUNDO BRAMADEROS,SANO - NUTRICION ANIMAL MODERNA SPA
B_item_text+description,MIPRO PASTOREO SKYLINE FUNDO BRAMADEROS,SP-00430,EXP-5.3,Concentrado Otros Animales,silver_audit_v2,Mipro Pastoreo Skyline,//FUNDO BRAMADEROS,SANO - NUTRICION ANIMAL MODERNA SPA
B_item_text+description,MOVIMIENTOS DE BOLOS,SA-00763,EXP-5.4,Bolos,silver_audit,MOVIMIENTOS DE BOLOS,,AGRÍCOLA J-S-E LIMITADA
B_item_text+description,MOVIMIENTOS DE BOLOS,SP-00315,EXP-4.2,Bolos Silo,silver_audit_v2,MOVIMIENTOS DE BOLOS,,AGRÍCOLA J-S-E LIMITADA
B_item_text+description,ORBENIN X 36 JER ORBENIN X 36 JER,RG-01052,EXP-2.1,Terapias Secado,file_audit,ORBENIN X 36 JER,ORBENIN X 36 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
B_item_text+description,ORBENIN X 36 JER ORBENIN X 36 JER,SP-00412,EXP-2.5,Otros Medicamentos,silver_audit_v2,ORBENIN X 36 JER,ORBENIN X 36 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
B_item_text+description,PERIODO DE COBERTURA AGOSTO 2025,SA-00933,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura agosto 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA AGOSTO 2025,SP-00028,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura agosto 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA ENERO 2026,SA-00985,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura enero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA ENERO 2026,SP-00036,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura enero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA FEBRERO 2026,SA-00990,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura febrero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA FEBRERO 2026,SP-00034,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura febrero 2026,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA JULIO 2025,SA-00920,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura julio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA JULIO 2025,SP-00032,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura julio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA JUNIO 2025,SA-00909,ADM-2.3,Seguros Otros,silver_audit,Periodo de Cobertura junio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA JUNIO 2025,SP-00030,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura junio 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA OCTUBRE 2025,SA-00752,ADM-2.2,Seguros Trabajadores,file_audit,Periodo de Cobertura octubre 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERIODO DE COBERTURA OCTUBRE 2025,SP-00026,ADM-2.1,Seguros Vehiculos,silver_audit_v2,Periodo de Cobertura octubre 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
B_item_text+description,PERNO COLECTOR SIN CIERRE,SA-00830,EXP-10.4,Otros Gastos Lecheria,silver_audit,PERNO COLECTOR SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,PERNO COLECTOR SIN CIERRE,SP-00343,EXP-14.1,Mantencion Caminos,silver_audit_v2,PERNO COLECTOR SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,PIOLA PERLON RETIRADOR NEGRA MT,SA-00472,EXP-10.3,Detergentes e higenizantes,file_audit,PIOLA PERLON RETIRADOR (NEGRA)/ MT,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,PIOLA PERLON RETIRADOR NEGRA MT,SP-00253,EXP-14.4,Mantencion Instalaciones,silver_audit_v2,PIOLA PERLON RETIRADOR (NEGRA)/ MT,,HGS DAIRY SOLUTIONS SPA
B_item_text+description,PIRIMOR BOLSA 1 KG,SA-00863,EXP-7.0,AGROQUIMICOS,silver_audit,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.
B_item_text+description,PIRIMOR BOLSA 1 KG,SP-00464,EXP-6.5,Otros Fertilizantes,silver_audit_v2,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.
B_item_text+description,RECARGA AGUA PURIFICADA FUNDO RAICES,SA-00754,ADM-1.6,Utiles y gastos de oficina.,file_audit,Recarga Agua Purificada,Fundo Raices,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.
B_item_text+description,RECARGA AGUA PURIFICADA FUNDO RAICES,SP-00335,EXP-9.2,Otros Gastos Riego,silver_audit_v2,Recarga Agua Purificada,Fundo Raices,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.
B_item_text+description,SEM RAPS FORR PILLAR IMP CTE DES,SA-00951,EXP-8.4,Otros Cultivos,silver_audit,SEM. RAPS FORR. PILLAR IMP.CTE. DES,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
B_item_text+description,SEM RAPS FORR PILLAR IMP CTE DES,SP-00463,EXP-8.2,Pradera Rotacion Corta,silver_audit_v2,SEM. RAPS FORR. PILLAR IMP.CTE. DES,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
B_item_text+description,SEM RAPS FORR SPITFIRE DES CTE,RG-00578,EXP-8.4,Otros Cultivos,direct_client_example,SEM.RAPS FORR.SPITFIRE DES. CTE,,COOPERATIVA AGRICOLA Y DE SERVICIO LTDA.
B_item_text+description,SEM RAPS FORR SPITFIRE DES CTE,SA-00499,EXP-8.4,Otros Cultivos,file_audit,SEM.RAPS FORR.SPITFIRE DES. CTE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
B_item_text+description,SEM RAPS FORR SPITFIRE DES CTE,SP-00462,EXP-8.2,Pradera Rotacion Corta,silver_audit_v2,SEM.RAPS FORR.SPITFIRE DES. CTE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
B_item_text+description,SIEMBRA GUTTLER,SA-00967,EXP-8.2,Pradera Rotacion Corta,silver_audit,SIEMBRA GUTTLER,,GUILLERMO ENRIQUE RIEDEL MARTINEZ
B_item_text+description,SIEMBRA GUTTLER,SP-00459,EXP-8.1,Pradera Perenne,silver_audit_v2,SIEMBRA GUTTLER,,GUILLERMO ENRIQUE RIEDEL MARTINEZ
B_item_text+description,SOLUTION 60 LTS,RG-00566,EXP-10.3,Detergentes e higenizantes,direct_client_example,SOLUTION 60 lts,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,SOLUTION 60 LTS,CF-00004,EXP-10.3,Detergentes e higenizantes,file_audit_corrected,SOLUTION 60 LTS,,HGS DAIRY SOLUTIONS SPA
B_item_text+description,SOLUTION 60 LTS,SP-00339,EXP-10.1,Mantencion Sala,silver_audit_v2,SOLUTION 60 LTS,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,TAPA COLECTOR 300 CC SIN CIERRE,SA-00466,EXP-10.4,Otros Gastos Lecheria,file_audit,TAPA COLECTOR 300 CC. SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,TAPA COLECTOR 300 CC SIN CIERRE,SP-00321,EXP-10.1,Mantencion Sala,silver_audit_v2,TAPA COLECTOR 300 CC. SIN CIERRE,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,TRANSPORTE DE ELECTRICIDAD,SA-00739,EXP-11.1,Electricidad Lecheria,file_audit,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A
B_item_text+description,TRANSPORTE DE ELECTRICIDAD,SP-00467,EXP-9.1,Energia Electrica Riego,silver_audit_v2,Transporte de Electricidad,,Sociedad Austral de Electricidad SA
B_item_text+description,TRANSPORTE DE ELECTRICIDAD,SP-00468,EXP-9.1,Energia Electrica Riego,silver_audit_v2,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A
B_item_text+description,TRAS FERTILIZANT VITRAMAG DESDE MAITEN A TINEO,SA-00955,EXP-6.5,Otros Fertilizantes,silver_audit,TRAS.FERTILIZANT VITRAMAG,DESDE MAITEN A TINEO,LUIS ANTONIO TORRES JARAMILLO
B_item_text+description,TRAS FERTILIZANT VITRAMAG DESDE MAITEN A TINEO,SP-00456,EXP-15.3,Fletes,silver_audit_v2,TRAS.FERTILIZANT VITRAMAG,DESDE MAITEN A TINEO,LUIS ANTONIO TORRES JARAMILLO
B_item_text+description,TRASLADO DE BOLOS BRAMADERO AL MAITEN,SA-00799,EXP-4.2,Bolos Silo,silver_audit,TRASLADO DE BOLOS,BRAMADERO AL MAITEN,SERVICIOS VITAP SPA
B_item_text+description,TRASLADO DE BOLOS BRAMADERO AL MAITEN,SP-00383,EXP-15.3,Fletes,silver_audit_v2,TRASLADO DE BOLOS,BRAMADERO AL MAITEN,SERVICIOS VITAP SPA
B_item_text+description,TRI PFAN 200 LTS,SA-00455,EXP-10.3,Detergentes e higenizantes,file_audit,TRI-PFAN 200 LTS,,HGS DAIRY SOLUTIONS SPA
B_item_text+description,TRI PFAN 200 LTS,SA-00469,EXP-10.3,Detergentes e higenizantes,file_audit,TRI-PFAN 200 LTS,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,TRI PFAN 200 LTS,SP-00331,EXP-10.1,Mantencion Sala,silver_audit_v2,TRI-PFAN 200 LTS,,GEA Farm Technologies Osorno Ltda.
B_item_text+description,VITRAMAG BRAMADERO,SA-00954,EXP-6.5,Otros Fertilizantes,silver_audit,VITRAMAG-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA
B_item_text+description,VITRAMAG BRAMADERO,SP-00455,EXP-7.0,AGROQUIMICOS,silver_audit_v2,VITRAMAG-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA
