row_id,retrieval_cat,code,confidence,reason,item_text,provider
3046,,EXP-13.1,0.6,Chain parts likely used in machinery maintenance.,CADENA R SUPER 3 8 1 6 ESLABON,INVERSIONES DEL RANCO LIMITADA
3047,,EXP-13.1,0.95,"Maintenance and repair items for machinery like chains, blades, and oil",STIHL U MOTRIZ MS 260 0 325 374068934 CON UN 6 0 DESCUENTO,INVERSIONES DEL RANCO LIMITADA
3048,,EXP-13.1,0.95,"Maintenance and repair items for machinery like chains, blades, and oil",ESPADA 18 ROLLO 0 325 CON UN 6 0 DESCUENTO,INVERSIONES DEL RANCO LIMITADA
3049,,EXP-13.1,0.95,"Maintenance and repair items for machinery like chains, blades, and oil",CADENA 0 325 1 6 R SUPER CON UN 6 0 DESCUENTO,INVERSIONES DEL RANCO LIMITADA
3050,,EXP-13.1,0.95,"Maintenance and repair items for machinery like chains, blades, and oil",LIMA 3 16 0325 CON UN 6 0 DESCUENTO,INVERSIONES DEL RANCO LIMITADA
3051,,EXP-13.1,0.95,"Maintenance and repair items for machinery like chains, blades, and oil",ACEITE MEZCLA 50CC CON UN 6 0 DESCUENTO,INVERSIONES DEL RANCO LIMITADA
3052,,,0.0,Not related to any category,FUNDA ESPADA 16 -18 CON UN 6 0 DESCUENTO,INVERSIONES DEL RANCO LIMITADA
3055,,EXP-14.2,0.8,Fencing materials related to maintenance,"Tubería HDPE 63mm PN6 DIN 3,6mm de Esp-PE 80 150 Mt",SERVICIOS PUELCHE SPA
3056,,EXP-14.2,0.8,Fencing materials related to maintenance,BARRA DE CUNA DESPARRAMADOR G2X2,GALLAGHER CHILE SPA
3057,,EXP-14.2,0.8,Fencing materials related to maintenance,BARRA PISO RF9/11,GALLAGHER CHILE SPA
3060,,EXP-14.2,0.8,Fencing materials related to maintenance,ESTACA ANILLO 850MM 6MM 10UN,GALLAGHER CHILE SPA
3061,,EXP-14.2,0.9,Fence maintenance items like reels and cables are common in this category.,CARRETE C/ENGRANAJE MED,GALLAGHER CHILE SPA
3062,,EXP-14.2,0.9,Cable used for fencing is part of fence maintenance.,CABLE POLY BLA 6SS 500M,GALLAGHER CHILE SPA
3065,,EXP-10.1,0.8,Items like filters and milk-related components are part of shed maintenance.,LAC 60 LTS.,GEA Farm Technologies Osorno Ltda.
3084,,EXP-10.1,0.8,Technical service hours for maintenance are related to shed maintenance.,HORA TECNICA LH,GEA Farm Technologies Osorno Ltda.
3087,,EXP-10.1,0.8,Data cables for technical services are part of shed maintenance infrastructure.,CABLE DE DATOS DP NETB VERDE 2X1/2X0.50+S,GEA Farm Technologies Osorno Ltda.
3094,,EXP-13.1,0.95,Generator repair and maintenance,GENERADOR MONOFASICO GO1200 GTA 12KVA KOLVOK,BOBINADOS INDUSTRIALES LONCOMILLA SPA
3097,,EXP-13.1,0.95,ATS and generator maintenance,ATS MONO GO1200 GTA,BOBINADOS INDUSTRIALES LONCOMILLA SPA
3099,,EXP-13.3,0.85,Vehicle parts for maintenance,EXTENSION HORQUILLA COLOSO 2X2X33,SOCIEDAD AUTOMOTRIZ TODOESCAPE LIMITADA
3100,,EXP-13.3,0.85,Vehicle parts for maintenance,"PASADOR 5/8"" PIN AND CLIP",SOCIEDAD AUTOMOTRIZ TODOESCAPE LIMITADA
3101,,EXP-13.3,0.85,Vehicle parts for maintenance,"BOLA DE ENGANCHE 1 7/8"" X 1 X 2""",SOCIEDAD AUTOMOTRIZ TODOESCAPE LIMITADA
3102,,,0.0,No description or relevant category found,"ENGANCHE 2"" DROP 3/4"" RISE 8 1/4""",SOCIEDAD AUTOMOTRIZ TODOESCAPE LIMITADA
3105,,,0.0,No description or relevant category found,AUTO POLF GRANDE P-B,SERVIGEN LTDA
3112,,,0.0,No description or relevant category found,MONOMANDO TINA CLE-M302 GRILEF,SOCIEDAD COMERCIAL TUCHIE JADURI LIMITAD
3113,,,0.0,No description or relevant category found,HIDROLAVADORA COLUMBIA 1211,EMPRESA COMERCIAL BARRIENTOS BARRA LTDA.
3115,,,0.0,No description or relevant category found,REPARACION 01 MOTOR HIDRAULICO,SERGIO GUILLERMO LOEBEL PUSCHEL
3116,,,0.0,No description or clear category match,CONF 01 MANG HIDRA 1&quot; R2,SERGIO GUILLERMO LOEBEL PUSCHEL
3117,,,0.0,No description or clear category match,ACRIMAR HOSPIT. BLANCO GL,PINTURAS BARENDS SpA
3118,,,0.0,No description or clear category match,HUINCHA DE MEDIR 7.5MT,PINTURAS BARENDS SpA
3119,,,0.0,No description or clear category match,TERMOMETRO BIMETALICO 0-120,SOCIEDAD COMERCIAL SERLAC CHILE S.A.
3122,,ADM-1.6,0.8,Office supplies category match,Silla oficina Aluminium Media Caramel,EDGE SpA
3123,,ADM-1.6,0.9,Office supplies and dispatch related to office,Despacho,EDGE SpA
3124,,ADM-1.6,0.9,Office supplies (toner) for administration,TONER ORIGINAL TN860XL MARCA BROTHER,COMERCIAL V A M OFFICES SUPPLIES LIMITADA
3125,,ADM-1.6,0.8,Web dispatch related to office supplies,DESPACHO WEB,COMERCIAL V A M OFFICES SUPPLIES LIMITADA
3126,,ADM-1.6,0.7,Hardware item possibly for office use,TIRAFONDO 1 2 X 3 1 2 -@,DORIS IVONNE CASTILLO KANTER
3127,,ADM-1.6,0.7,Paint and brushes for office maintenance,ESMALTE AL AGUA ACRYFOL BLANCO GALON ALGIFOL -@,DORIS IVONNE CASTILLO KANTER
3129,,,0.0,"No matches any category, appears to be general hardware items.",BROCHA HELA 1 2 X3 C GRIS MANGO MADERA -@,DORIS IVONNE CASTILLO KANTER
3130,,,0.0,"No matches any category, appears to be general hardware items.",RODILLO HELA CHIPORRO 9 PELO LARGO -@,DORIS IVONNE CASTILLO KANTER
3131,,,0.0,"No matches any category, appears to be general hardware items.",LIJA MADERA GRANO 100 -@,DORIS IVONNE CASTILLO KANTER
3132,,,0.0,"No matches any category, appears to be general hardware items.",SILICONA ACRILICA PINTABLE ULTRA BLANCO LANCO -@,DORIS IVONNE CASTILLO KANTER
3133,,,0.0,"No matches any category, appears to be general hardware items.",CINTA ENMASCARAR 24MM X 30 MT ECOSA -@,DORIS IVONNE CASTILLO KANTER
3134,,,0.0,No matches any category related to dairy farm operations.,PUNTA 1 1 2 KG -@,DORIS IVONNE CASTILLO KANTER
3135,,,0.0,No matches any category related to dairy farm operations.,CERAMICA MURO 20X 30 BLANCA- BRILLO- 1 5 M2 -@,DORIS IVONNE CASTILLO KANTER
3136,,,0.0,No matches any category related to dairy farm operations.,INTERNIT BASE CERAMICA 6MM 1 20 X 2.40 -@,DORIS IVONNE CASTILLO KANTER
3137,,,0.0,No matches any category related to dairy farm operations.,AD-PASTA COMUN TINETA 25 KG BEKRON P CERAM -@,DORIS IVONNE CASTILLO KANTER
3138,,,0.0,No matches any category related to dairy farm operations.,TVZC TORNILLO VOLCANITA ZINC 1 5 8 CJ 100UN -@,DORIS IVONNE CASTILLO KANTER
3139,,,0.0,Not related to any dairy-farm category,GUARDAPOLVO RODON ESPECIAL 3 X 3 4 ESPESOR -@,DORIS IVONNE CASTILLO KANTER
3140,,,0.0,Not related to any dairy-farm category,SEPARADOR CERAMICA 3MM 200PCS TMK19205 -@,DORIS IVONNE CASTILLO KANTER
3141,,,0.0,Not related to any dairy-farm category,FRAGUE BEKRON BLANCO 1 KG -@,DORIS IVONNE CASTILLO KANTER
3142,,,0.0,Not related to any dairy-farm category,ESMALTE AL AGUA COPPER 960 TOQUE CREATIVO GALON PANOR -@,DORIS IVONNE CASTILLO KANTER
3143,,,0.0,Not related to any dairy-farm category,SILICONA HELA BAÑO Y COCINA BLANCA 280ML -@,DORIS IVONNE CASTILLO KANTER
3144,,,0.0,"No matches any category, appears to be general hardware items.",MANGUERA AMARILLA 1.5 MTS. C/ ABRAZADERAS -@,DORIS IVONNE CASTILLO KANTER
3145,,,0.0,"No matches any category, appears to be general hardware items.",TERMINAL GAS 1 2 HI-- ESPIGA MANGUERA -@,DORIS IVONNE CASTILLO KANTER
3146,,,0.0,"No matches any category, appears to be general hardware items.",K12-NIPLE HE-HE 1 2 -@,DORIS IVONNE CASTILLO KANTER
3150,,,0.0,"No matches any category, appears to be general hardware items.",CLAVO DE TECHO X BOLSA -@,DORIS IVONNE CASTILLO KANTER
3151,,,0.0,"No matches any category, appears to be general hardware items.",TYVECK ROLLO 30M2 -@,DORIS IVONNE CASTILLO KANTER
3152,,,0.0,Not related to any category,SELLADOR SIKAFLEX-11FC BLANCO PURFORM 300 ML -@,DORIS IVONNE CASTILLO KANTER
3153,,,0.0,Not related to any category,SILTOP ESPUMA DE POLIURETANO 500ML -@,DORIS IVONNE CASTILLO KANTER
3154,,,0.0,Not related to any category,POLICARBONATO ALVEOLAR 1 05 X 2.90 MTS -@,DORIS IVONNE CASTILLO KANTER
3156,,,0.0,Not related to any category,TAUTO-FINA 1 1 2 TORNILLO AUTOPERF FINA CAJA 100 UN -@,DORIS IVONNE CASTILLO KANTER
3157,,,0.0,Not related to any category,"POLICARBONATO PERFIL H 4-6 CLEAR X 2,90 MT LEKER -@",DORIS IVONNE CASTILLO KANTER
3158,,,0.0,Not related to any dairy farm category,SELLADOR SIKAFLEX 11FC GRIS 300 ML -@,DORIS IVONNE CASTILLO KANTER
3159,,,0.0,Not related to any dairy farm category,TUBO DE DUCHA ESQUINERO 100 X 180 CM BLANCO INOXCROM -@,DORIS IVONNE CASTILLO KANTER
3160,,,0.0,Not related to any dairy farm category,CEMENTO OFERTA ESPECIAL -@,DORIS IVONNE CASTILLO KANTER
3163,,,0.0,Not related to any dairy farm category,KG SOLDADURA E6011 1 8 BOLSA KRAFTER -@,DORIS IVONNE CASTILLO KANTER
3164,,,0.0,Not related to any dairy farm category,TIRA PLETINA 50X 3MM -@,DORIS IVONNE CASTILLO KANTER
3165,,EXP-14.1,0.8,Ferreteria items likely for farm maintenance,DISCO DE CORTE HEMIC 115x1x22 23mm -@,DORIS IVONNE CASTILLO KANTER
3166,,EXP-14.1,0.8,Ferreteria items likely for farm maintenance,TIRAFONDO 1 2 X 2 -@,DORIS IVONNE CASTILLO KANTER
3167,,EXP-14.1,0.8,Ferreteria items likely for farm maintenance,-CODO 20 MM CEM -@,DORIS IVONNE CASTILLO KANTER
3168,,EXP-14.1,0.8,Ferreteria items likely for farm maintenance,ALUMCRYL NEGRO GALON ALGIFOL -@,DORIS IVONNE CASTILLO KANTER
3169,,EXP-14.1,0.8,Ferreteria items likely for farm maintenance,AGUARRAS 100% MINERAL PASSOL LT -@,DORIS IVONNE CASTILLO KANTER
3170,,,0.0,Not related to any category,CALORKOTE NEGRO OPACO LITRO CERESITA -@,DORIS IVONNE CASTILLO KANTER
3171,,,0.0,Not related to any category,BROCHA CONDECORA 3 -@,DORIS IVONNE CASTILLO KANTER
3172,,,0.0,Not related to any category,FLEXIBLE AGUA 1 2 X 1 2 HI-HI 40CM YTS F40HI-@,DORIS IVONNE CASTILLO KANTER
3174,,,0.0,Not related to any category,REGULADOR DE GAS BAJA PRESION PROV -@,DORIS IVONNE CASTILLO KANTER
3175,,,0.0,Not related to any category,LLAVE DE PASO PARA GAS HI-HE 1/2 H-FULL -@,DORIS IVONNE CASTILLO KANTER
3176,,,0.0,"No matches any category, appears to be hardware items.",HN HILO ESPARRAGO NEGRO -1 4,DORIS IVONNE CASTILLO KANTER
3177,,,0.0,"No matches any category, appears to be hardware items.",T1 TUERCA HILO-CORRIENTE 1 4 -@,DORIS IVONNE CASTILLO KANTER
3178,,,0.0,"No matches any category, appears to be hardware items.",TIRAFONDO 1 4 X 2 -@,DORIS IVONNE CASTILLO KANTER
3179,,,0.0,"No matches any category, appears to be hardware items.",PESTILLO VERTICAL 8P MUTEL-FONTENELLE -@,DORIS IVONNE CASTILLO KANTER
3182,,,0.0,"No matches any category, appears to be hardware items.",POLICARBONATO ONDULADO 0 81 X 3.00 MTS -@,DORIS IVONNE CASTILLO KANTER
3184,,,0.0,Not related to any category,SOPORTE POLICARBONATO TRANSPARENTE -@,DORIS IVONNE CASTILLO KANTER
3188,,,0.0,Not related to any category,CLAVO DE 5KG -@,DORIS IVONNE CASTILLO KANTER
3189,,,0.0,Not related to any category,CARBOLINEO GALON 5 LT MOHICAN -@,DORIS IVONNE CASTILLO KANTER
3190,,,0.0,Not related to any category,TIRAFONDO 1 2 X 5 -@,DORIS IVONNE CASTILLO KANTER
3191,,,0.0,Not related to any category,G1 GOLILLA PLANA 1 2 -@,DORIS IVONNE CASTILLO KANTER
3192,,,0.0,"No matches any category, appears to be plumbing or hardware parts.",HDPE-TEE COMPRESION 63MM -@,DORIS IVONNE CASTILLO KANTER
3193,,,0.0,"No matches any category, appears to be plumbing or hardware parts.",HDPE-TERMINAL HE 63 X 2 -@,DORIS IVONNE CASTILLO KANTER
3194,,,0.0,"No matches any category, appears to be plumbing or hardware parts.",HDPE-TEE COMPRESION 32MM -@,DORIS IVONNE CASTILLO KANTER
3195,,,0.0,"No matches any category, appears to be plumbing or hardware parts.",ABRAZADERA MANGUERA 1 PULG 19MM A 38MM AB-12 -@,DORIS IVONNE CASTILLO KANTER
3196,,,0.0,"No matches any category, appears to be plumbing or hardware parts.",ABRAZADERA MANGUERA 1 1/2 PULG 32MM A 60MM AB-24 -@,DORIS IVONNE CASTILLO KANTER
3197,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",VALVULA BOLA OTRA HI-HI 2 TAUMM 060188002 -@,DORIS IVONNE CASTILLO KANTER
3198,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",HN HILO ESPARRAGO NEGRO -3 8 -@,DORIS IVONNE CASTILLO KANTER
3199,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",T1 TUERCA HILO-CORRIENTE 3 8 -@,DORIS IVONNE CASTILLO KANTER
3200,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",G1 GOLILLA PLANA 3 8 -@,DORIS IVONNE CASTILLO KANTER
3201,,,0.0,"No matches any category, appears to be hardware parts unrelated to farm opera...",19TIRA FIERRO REDONDO LISO 19MM 3 4 -@,DORIS IVONNE CASTILLO KANTER
3202,,EXP-13.3,0.95,"Maintenance of vehicles, including technical inspections for a pickup truck",- Revision Tecnica Automovil particular camioneta PKSR82,REVISIONES LOS LAGOS LTDA.
3204,,EXP-11.4,0.95,"Gasoline for administrative use, not for irrigation",Gasolina 93 octanos sin plomo,COMERCIAL SUR ENERGY SPA
3210,,EXP-11.1,0.95,Electricity consumption for the dairy shed,Electricidad consumida ( 407 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3211,,EXP-11.1,0.95,Electricity transportation for the dairy shed,Transporte de Electricidad ( 407 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3215,,EXP-11.1,0.95,Electricity consumption for the dairy shed,Electricidad consumida ( 822 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3216,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 822 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3220,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Electricidad consumida ( 48 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3221,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 48 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3224,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Electricidad consumida ( 92 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3225,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 92 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3228,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Electricidad consumida ( 14.134 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3231,,EXP-11.1,0.95,"Electricity transportation, part of farm electricity costs",Transporte de Electricidad ( 14.134 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3237,,EXP-11.1,0.95,"Electricity consumption, part of farm electricity costs",Electricidad consumida ( 261 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3238,,EXP-11.1,0.95,"Electricity transportation, part of farm electricity costs",Transporte de Electricidad ( 261 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3248,,EXP-11.1,0.95,"Electricity consumption, part of farm electricity costs",Electricidad consumida ( 246 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3249,,EXP-11.1,0.95,"Electricity for the farm, provider is an electric cooperative",Transporte de Electricidad ( 246 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3252,,EXP-11.1,0.95,"Electricity consumption, provider is an electric cooperative",Electricidad consumida ( 2.135 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3253,,EXP-11.1,0.95,"Electricity transportation, provider is an electric cooperative",Transporte de Electricidad ( 2.135 kWh),COOPERATIVA ELECTRICA PAILLACO LIMITADA
3259,,EXP-13.1,0.85,"Fuel filter, likely part of machinery maintenance",%FILTRO COMBUSTIBLE (6),SURAC
3261,,EXP-13.1,0.85,"Engine oil filter, likely part of machinery maintenance",%FILTRO ACEITE MOTOR (6),SURAC
3262,,EXP-13.1,0.95,Filter parts for machinery maintenance,FILTRO AIRE 2 (1),SURAC
3263,,EXP-13.1,0.95,Filter parts for machinery maintenance,%FILTRO AIRE 1 (1),SURAC
3264,,EXP-13.1,0.95,Filter parts for machinery maintenance,FILTRO HIDRAULICO,SURAC
3265,,EXP-13.1,0.95,Filter parts for machinery maintenance,FILTRO ACEITE HIDRAULICO.(1),SURAC
3266,,EXP-13.1,0.95,Filter parts for machinery maintenance,FILTRO ACEITE HIDRAULICO (1),SURAC
3267,,,0.0,"No description provided, unclear context.",FILTRO AIRE CABINA,SURAC
3278,,,0.0,"Item appears to be a vehicle registration or tracking code, not a service or ...",FORD F150 PLATINI TJXC-64 32185 08/05/2025 10:30 753467,DIFOR CHILE S.A.
3282,,,0.0,"No description provided, unclear context.",S-MD20 SEGUNDA MANTENCION,DIFOR CHILE S.A.
3283,,,0.0,"No description provided, unclear context.",SCO-MO PISADERA DERECHA COPILOTO NO SIEMPRE BAJ,DIFOR CHILE S.A.
3284,,,0.0,"No description provided, unclear context.",SCO-MO PUERTA LADO CHOFER CRUJE SIEMPRE,DIFOR CHILE S.A.
3285,,,0.0,"Not related to any category, appears to be unrelated to dairy farm operations.",SCO-MO COTIZAR MOLDURA DE PLASTICO,DIFOR CHILE S.A.
3294,,,0.0,"Not related to any category, appears to be unrelated to dairy farm operations.",FORD F150 LARIAT JSFK-23 272011 14/02/2025 11:36 735499,DIFOR CHILE S.A.
3299,,,0.0,"Not related to any category, appears to be unrelated to dairy farm operations.",Repuestos Servicios,DIFOR CHILE S.A.
3306,,,0.0,"Not related to any category, appears to be unrelated to dairy farm operations.",FORD F150 LARIAT TBZL-91 61219 27/05/2025 15:18 757385,DIFOR CHILE S.A.
3311,,,0.0,"Not related to any category, appears to be unrelated to dairy farm operations.","SCO-MO REVISAR CONECTIVIDAD CON CELULAR, SE CON",DIFOR CHILE S.A.
3312,,,0.0,Not clearly related to any category,SCO-MO REVISAR RUIDO EN TRACCION AL MOMENTO DE,DIFOR CHILE S.A.
3321,,ADM-2.1,0.8,Insurance related to vehicle coverage,Periodo de Cobertura mayo 2025,Cia de Seguros de Vida Consorcio Nacional de Seguros SA
3323,,EXP-14.4,0.6,"Maintenance of installations, possibly for water supply","MANGUERA JARDIN ALEMANA C/TELA 1/2""",COMERCIAL CLIMENT SPA
3324,,EXP-14.4,0.6,"Maintenance of installations, possibly for water supply",CONECTOR RAPIDO 1/2 C/STOP REHAU (268133300),COMERCIAL CLIMENT SPA
3325,,EXP-14.4,0.6,"Maintenance of installations, possibly for water supply",ALARGADOR SIMPLE 10MT.2P+T 10A (MEC),COMERCIAL CLIMENT SPA
3326,,EXP-14.4,0.9,Construction materials likely for building maintenance,ADAPTADOR LLAVE HEMBRA 1/2 A 3/4,COMERCIAL CLIMENT SPA
3328,,EXP-14.4,0.9,Sanitary PVC fittings likely for building maintenance,CODO PVC-SANIT.GRIS 40MM X 45,COMERCIAL CLIMENT SPA
3330,,EXP-14.4,0.9,Sanitary fittings likely for building maintenance,"SIFON LAVATORIO REGIO C/CODO STD 1,1/4X32 HOFFENS",COMERCIAL CLIMENT SPA
3331,,EXP-14.4,0.9,Bronze floor screw display likely for building maintenance,DISPLAY TORNILLO WC BRONCE PISO FERROMAT FKAA-724,COMERCIAL CLIMENT SPA
3332,,EXP-14.4,0.9,Leak-proof seal with adapter likely for building maintenance,SELLO ANTIFUGA C/ADAPTADOR (HOFFENS),COMERCIAL CLIMENT SPA
3333,,,0.0,Not related to any dairy farm categories.,"DESAGUE LAVATORIO 1,1/4"" CROMADO 041006005 (S/COLA) T",COMERCIAL CLIMENT SPA
3334,,,0.0,Not related to any dairy farm categories.,"DESAGUE TINA/RECEPTACULO E70 X S1,1/4"" 9052642 VINIL",COMERCIAL CLIMENT SPA
3335,,,0.0,Not related to any dairy farm categories.,LLAVE ANGULAR C/FLEX. 1/2HI X 15/16HI 30CM HOFFENS,COMERCIAL CLIMENT SPA
3336,,,0.0,Not related to any dairy farm categories.,"BARRA CORTINA BANO ANG. CR.C/FGE.CTE. 1,00X1,00MT.",COMERCIAL CLIMENT SPA
3337,,,0.0,Not related to any dairy farm categories.,SALA BANO 4 PZAS.PRONTO (30 CM.) *OFERTA*,COMERCIAL CLIMENT SPA
3338,,,0.0,Not related to any dairy farm category,RECEPTACULO DUCHA 70 X 70,COMERCIAL CLIMENT SPA
3339,,,0.0,Not related to any dairy farm category,MONOMANDO DUCHA CINCINNATI (20CI5303000) PLUMBER,COMERCIAL CLIMENT SPA
3340,,,0.0,Not related to any dairy farm category,MONOMANDO LAVATORIO AUSTIN (20AS5003400) PLUMBER,COMERCIAL CLIMENT SPA
3341,,,0.0,Not related to any dairy farm category,CORTINA BANO MICROFIBRA 180 X 180 DECOEXPRESS,COMERCIAL CLIMENT SPA
3342,,,0.0,Not related to any dairy farm category,AGOREX 600 ACRILICO PINTABLE BLANCO 300ML HENKEL,COMERCIAL CLIMENT SPA
3343,,,0.0,Not related to any dairy farm categories,PACK 2 AGOREX 700 ANTIHONGOS BLANCA HENKEL,COMERCIAL CLIMENT SPA
3346,,,0.0,Not related to any dairy farm categories,COPLA SO SO P/TERMOFUSION 20MM,COMERCIAL CLIMENT SPA
3349,,,0.0,Not related to any dairy farm categories,"TERMINAL HE PLASTICO 1,1/2""",COMERCIAL CLIMENT SPA
3351,,,0.0,Not related to any dairy farm categories,"VALVULA DE BOLA HI ITALI 1,1/2""",COMERCIAL CLIMENT SPA
3354,,,0.0,Not related to any dairy farm categories,"TERMINAL HI PLASTICO 1""",COMERCIAL CLIMENT SPA
3355,,,0.0,Not related to any dairy-farm categories,"BUSHING PLAST.BCO.HI HE 1 X 3/4""",COMERCIAL CLIMENT SPA
3356,,,0.0,Not related to any dairy-farm categories,"ELEVADOR ACOPLE RAPIDO 3/4""",COMERCIAL CLIMENT SPA
3357,,,0.0,Not related to any dairy-farm categories,"VALVULA ACOPLE RAPIDO ASPERSOR 1""",COMERCIAL CLIMENT SPA
3362,,,0.0,Not related to any dairy-farm categories,"LLAVE ANGULAR 1/2"" HE-HE 070100320 TAUMM",COMERCIAL CLIMENT SPA
3365,,,0.0,Not related to any dairy-farm categories,"UNION PLANSA 1 1/4""- HOFFENS",COMERCIAL HARCHA SPA
3366,,,0.0,Not related to any category,"DISCO SIERRA CIRCULAR UYUSTOOLS DMA412 12"" X 40",COMERCIAL HARCHA SPA
3368,,EXP-11.1,0.95,Electricity for shed or farm use,Electricidad consumida 7680 KwH,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
3369,,EXP-11.1,0.95,Electricity for shed or farm use,Demanda maxima potencia leida 16.2 x $ 28675.123456790127,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
3370,,EXP-11.1,0.95,Electricity for shed or farm use,Demanda maxima suministrada 39.21 x $ 18132.517214996173,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
3378,,EXP-11.1,0.95,Electricity for shed or farm use,Electricidad consumida 610 KwH,COOPERATIVA RURAL ELECT.R.BUENO LTDA.
3409,,,0.0,"No description provided, unclear item name.",CAL SUR IANSA ENV. MAXISACO 1000 KG,IANSAGRO S.A.
3411,,,0.0,Not related to any category.,EAA LINEA PROF SATIN BASE R GL.,SHERWIN WILLIAMS CHILE S A
3415,,,0.0,Not related to any category.,AMP H7 12V 55W VISION PH,SOC. COMERC. DE REPUESTOS S.P.A.
3416,,,0.0,Not related to any category.,ELIMINADOR DE INSECTOS,SOC. COMERC. DE REPUESTOS S.P.A.
3417,,,0.0,Not related to any category.,Renta de Arrendamiento Nº4 del contrato Nº34379-1,BANCO BICE
3419,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº11 del contrato Nº32799-1,BANCO BICE
3420,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº4 del contrato Nº34431-1,BANCO BICE
3423,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº14 del contrato Nº32326-1,BANCO BICE
3424,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº3 del contrato Nº34589-1,BANCO BICE
3425,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº3 del contrato Nº34590-1,BANCO BICE
3426,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº5 del contrato Nº34350-1,BANCO BICE
3427,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº5 del contrato Nº34359-1,BANCO BICE
3428,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº1 del contrato Nº34853-0,BANCO BICE
3429,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº36 del contrato Nº22338-1,BANCO BICE
3430,,,0.0,No description or relevant category found,Renta de Arrendamiento Nº72 del contrato Nº16380-1,BANCO BICE
3431,,EXP-16.1,0.95,Protective work clothing and equipment,PROTECTOR AUDITIVO L-340 P/CASCO 29DB,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL
3440,,EXP-12.1,0.9,Soil testing related to analysis,KILOMETRAJE,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA
3459,,,0.0,Not related to any category,Starlink Kit Standard V4,PERSONAL COMPUTER FACTORY S.A.
3460,,,0.0,Not related to any category,BASTON LECTOR XRS2I TRU-TEST (SF3),COMPAÑÍA AGROPECUARIA COPEVAL S.A.
3469,,EXP-9.2,0.8,Subsidy related to electricity,Subsidio cuota deuda pandemia 39 / 48,Sociedad Austral de Electricidad SA
3470,,,0.0,"No matches any category, likely a subsidy or debt-related item",Cuota deuda pandemia (39/48),Sociedad Austral de Electricidad SA
3471,,,0.0,"No matches any category, likely a subsidy or debt-related item",Subsidio eléctrico Ley N°21.667(5/6),Sociedad Austral de Electricidad SA
3477,,ADM-2.3,0.8,"Security monitoring service, possibly related to insurance",MONITOREO MES DE 05/2025 CONTRATO 1697527,VERISURE CHILE SPA
3479,,EXP-15.3,0.7,"Freight and transport service, likely for goods or animals",TRANSPORTE DE CARGA Y ENCOMIENDA: 245626963,Kaudat SpA
3648,,EXP-12.2,0.9,"Animal testing, blood and serum analysis",PLANILLA NUMERO 70374 - ANALISIS : COOP-SANGRE/SUERO/OTROS-,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
3649,,EXP-12.2,0.95,"analysis of blood/serum from animals, provider is a cooperative with lab serv...",PLANILLA NUMERO 70563 - ANALISIS : COOP-SANGRE/SUERO/OTROS-,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.
