row_id,item_text,description,provider,giro,source,source_file,folio,siblings
942,-NIPLE HE-HE 1 -@,-NIPLE HE-HE 1 -@,DORIS IVONNE CASTILLO KANTER,Ferretería,COMPRAS,DTE_033_000000210058_66554732.xml,210058,HDPE-TERMINAL HE 32MM X 1P COMPRESION -@ HDPE-TERMINAL HE 32MM X 1P COMPRESION -@; PL-TERMINAL HI 1 1 4 PLANSA -@ PL-TERMINAL HI 1 1 4 PLANSA -@; VALVULA COMPACTA HI 1 -@ VALVULA COMPACTA HI 1 -@; -BUSHING REDUCCION HE-HI 1 1 4 X 1 -@ -BUSHING REDUCCION HE-HI 1 1 4 X 1 -@; -NIPLE HE-HE 1 -@ -NIPLE HE-HE 1 -@; PIZARRA MAGNETICA 0.60 X 0.80 CM TORRE MARCO AL -@ PIZARRA MAGNETICA 0.60 X 0.80 CM TORRE
943,PIZARRA MAGNETICA 0.60 X 0.80 CM TORRE MARCO AL -@,PIZARRA MAGNETICA 0.60 X 0.80 CM TORRE MARCO AL -@,DORIS IVONNE CASTILLO KANTER,Ferretería,COMPRAS,DTE_033_000000210058_66554732.xml,210058,HDPE-TERMINAL HE 32MM X 1P COMPRESION -@ HDPE-TERMINAL HE 32MM X 1P COMPRESION -@; PL-TERMINAL HI 1 1 4 PLANSA -@ PL-TERMINAL HI 1 1 4 PLANSA -@; VALVULA COMPACTA HI 1 -@ VALVULA COMPACTA HI 1 -@; -BUSHING REDUCCION HE-HI 1 1 4 X 1 -@ -BUSHING REDUCCION HE-HI 1 1 4 X 1 -@; -NIPLE HE-HE 1 -@ -NIPLE HE-HE 1 -@; PIZARRA MAGNETICA 0.60 X 0.80 CM TORRE MARCO AL -@ PIZARRA MAGNETICA 0.60 X 0.80 CM TORRE
944,Ñ-TEE REGISTRO 110 PVC-SANITARIO HOFFENS -@,Ñ-TEE REGISTRO 110 PVC-SANITARIO HOFFENS -@,DORIS IVONNE CASTILLO KANTER,Ferretería,COMPRAS,DTE_033_000000210386_66554732.xml,210386,Ñ-TEE REGISTRO 110 PVC-SANITARIO HOFFENS -@ Ñ-TEE REGISTRO 110 PVC-SANITARIO HOFFENS -@
947,- Revision Tecnica Maquinaria automotriz TYKY54,,REVISIONES LOS LAGOS LTDA.,REVISIONES TECNICAS,COMPRAS,DTE_033_000000248864_779912809.xml,248864,
949,Gasolina 93 octanos sin plomo,IE Base: 403.7640 - IE Variable: 6.4468,PILAUCO VIEJO SPA,VENTA AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES,COMPRAS,DTE_033_000000252624_769729615.xml,252624,Gasolina 93 octanos sin plomo IE Base: 403.7640 - IE Variable: 6.4468
951,"COOLANT COPEC, 5L","COOLANT COPEC, 5L",ALEJANDRO MARCELO DEL PRADO MONTORY,ESTACIÓN DE SERVICIO,COMPRAS,DTE_033_000000324507_76366330.xml,324507,"COOLANT COPEC, 5L COOLANT COPEC, 5L"
953,Electricidad consumida ( 155 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329263_816298008.xml,329263,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 155 kWh); Cargo por servicio publico Base ( 155 kWh) (Ex. IVA)
954,Transporte de Electricidad ( 155 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329263_816298008.xml,329263,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 155 kWh); Cargo por servicio publico Base ( 155 kWh) (Ex. IVA)
957,Electricidad consumida ( 584 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329264_816298008.xml,329264,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 584 kWh); Cargo por servicio publico Base ( 584 kWh) (Ex. IVA); Cargo Fondo de Estabilizacion Ley 21.472 ( 584 kWh) (Ex. IVA)
958,Transporte de Electricidad ( 584 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329264_816298008.xml,329264,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 584 kWh); Cargo por servicio publico Base ( 584 kWh) (Ex. IVA); Cargo Fondo de Estabilizacion Ley 21.472 ( 584 kWh) (Ex. IVA)
962,Electricidad consumida ( 1.006 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329265_816298008.xml,329265,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 1.006 kWh); Cargo por servicio publico Base ( 1.006 kWh) (Ex. IVA); Cargo Fondo de Estabilizacion Ley 21.472 ( 1.006 kWh) (Ex. IVA)
963,Transporte de Electricidad ( 1.006 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329265_816298008.xml,329265,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 1.006 kWh); Cargo por servicio publico Base ( 1.006 kWh) (Ex. IVA); Cargo Fondo de Estabilizacion Ley 21.472 ( 1.006 kWh) (Ex. IVA)
967,Electricidad consumida ( 34 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329271_816298008.xml,329271,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 34 kWh); Cargo por servicio publico Base ( 34 kWh) (Ex. IVA)
968,Transporte de Electricidad ( 34 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329271_816298008.xml,329271,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 34 kWh); Cargo por servicio publico Base ( 34 kWh) (Ex. IVA)
975,Electricidad consumida ( 18.156 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329406_816298008.xml,329406,"Administracion del servicio (Cargo fijo mensual); Cargo mensual por demanda máxima leida de potencia en horas de punta ( 44,480 ); Cargo mensual por D. Max de potencia suministrada ( 67,240 ); Transporte de Electricidad ( 18.156 kWh); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
978,Transporte de Electricidad ( 18.156 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329406_816298008.xml,329406,"Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 18.156 kWh); Cargo mensual por demanda máxima leida de potencia en horas de punta ( 44,480 ); Cargo mensual por D. Max de potencia suministrada ( 67,240 ); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
984,Electricidad consumida ( 263 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329417_816298008.xml,329417,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 263 kWh); Cargo por servicio publico Base ( 263 kWh) (Ex. IVA)
985,Transporte de Electricidad ( 263 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329417_816298008.xml,329417,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 263 kWh); Cargo por servicio publico Base ( 263 kWh) (Ex. IVA)
988,Electricidad consumida ( 23.600 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329720_816298008.xml,329720,"Administracion del servicio (Cargo fijo mensual); Cargo mensual por D. Max de potencia suministrada ( 57,120 ); Transporte de Electricidad ( 23.600 kWh); Multa por consumo reactivo (Recargo por consumo reactivo) ( 0,840 ); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
990,Transporte de Electricidad ( 23.600 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329720_816298008.xml,329720,"Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 23.600 kWh); Cargo mensual por D. Max de potencia suministrada ( 57,120 ); Multa por consumo reactivo (Recargo por consumo reactivo) ( 0,840 ); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
991,"Multa por consumo reactivo (Recargo por consumo reactivo) ( 0,840 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329720_816298008.xml,329720,"Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 23.600 kWh); Cargo mensual por D. Max de potencia suministrada ( 57,120 ); Transporte de Electricidad ( 23.600 kWh); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
997,Electricidad consumida ( 6.072 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329721_816298008.xml,329721,"Administracion del servicio (Cargo fijo mensual); Cargo mensual por demanda máxima leida de potencia en horas de punta ( 0,010 ); Cargo mensual por D. Max de potencia suministrada ( 37,100 ); Transporte de Electricidad ( 6.072 kWh); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
1000,Transporte de Electricidad ( 6.072 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329721_816298008.xml,329721,"Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 6.072 kWh); Cargo mensual por demanda máxima leida de potencia en horas de punta ( 0,010 ); Cargo mensual por D. Max de potencia suministrada ( 37,100 ); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%; Recargo lectura de BT de consumos de cliente en AT(P) 3,5%"
1005,"Inspeccion y reparacion de suministros individuales, colectivos y redes (HH)",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329721_816298008.xml,329721,"Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 6.072 kWh); Cargo mensual por demanda máxima leida de potencia en horas de punta ( 0,010 ); Cargo mensual por D. Max de potencia suministrada ( 37,100 ); Transporte de Electricidad ( 6.072 kWh); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%"
1006,"Inspeccion de suministros individuales, colectivos y redes",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000329721_816298008.xml,329721,"Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 6.072 kWh); Cargo mensual por demanda máxima leida de potencia en horas de punta ( 0,010 ); Cargo mensual por D. Max de potencia suministrada ( 37,100 ); Transporte de Electricidad ( 6.072 kWh); Recargo lectura de BT de consumos de cliente en AT(E) 3,5%"
1009,Electricidad consumida ( 157 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000330560_816298008.xml,330560,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 157 kWh); Cargo por servicio publico Base ( 157 kWh) (Ex. IVA)
1010,Transporte de Electricidad ( 157 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000330560_816298008.xml,330560,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 157 kWh); Cargo por servicio publico Base ( 157 kWh) (Ex. IVA)
1013,Electricidad consumida ( 4.154 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000330820_816298008.xml,330820,Administracion del servicio (Cargo fijo mensual); Transporte de Electricidad ( 4.154 kWh); Cargo por servicio publico Base ( 4.154 kWh) (Ex. IVA); Cargo Fondo de Estabilizacion Ley 21.472 ( 4.154 kWh) (Ex. IVA)
1014,Transporte de Electricidad ( 4.154 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,DISTRIBUCION DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000000330820_816298008.xml,330820,Administracion del servicio (Cargo fijo mensual); Electricidad consumida ( 4.154 kWh); Cargo por servicio publico Base ( 4.154 kWh) (Ex. IVA); Cargo Fondo de Estabilizacion Ley 21.472 ( 4.154 kWh) (Ex. IVA)
1030,ACEITE MOBIL SUPER 2000 FP X1 10W40 4 LTS (4X4),ACEITE MOBIL SUPER 2000 FP X1 10W40 4 LTS (4X4),COMERCIALIZADORA DE NEUMATICOS BACON LIMITADA,RECAUCHADO Y RENOVACION DE CUBIERTAS DE CAUCHO,COMPRAS,DTE_033_000000551763_76103006K.xml,551763,ACEITE MOBIL SUPER 2000 FP X1 10W40 4 LTS (4X4) ACEITE MOBIL SUPER 2000 FP X1 10W40 4 LTS (4X4)
1032,FORD RANGER XL 4X PSSS-88 160565 11/02/2025 17:36 734734,A@FORD RANGER XL 4X PSSS-88 160565 11/02/2025 17:36 734734,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000558367_969183005.xml,558367,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X PSSS-88 160565 11/02/2025 17:36 734734 A@FORD RANGER XL 4X PSSS-88 160565 11/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD60 SEXTA MANTENCION A@S-MD60 SEXTA MANTENCION; SC
1036,S-MD60 SEXTA MANTENCION,A@S-MD60 SEXTA MANTENCION,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000558367_969183005.xml,558367,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X PSSS-88 160565 11/02/2025 17:36 734734 A@FORD RANGER XL 4X PSSS-88 160565 11/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD60 SEXTA MANTENCION A@S-MD60 SEXTA MANTENCION; SC
1037,SCO-MO REVISAR SISTEMA DE DIRECCION,A@SCO-MO REVISAR SISTEMA DE DIRECCION,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000558367_969183005.xml,558367,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X PSSS-88 160565 11/02/2025 17:36 734734 A@FORD RANGER XL 4X PSSS-88 160565 11/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD60 SEXTA MANTENCION A@S-MD60 SEXTA MANTENCION; SC
1038,SCO-MO 16? REVISI?N DE MANTENCI?N,A@SCO-MO 16? REVISI?N DE MANTENCI?N,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000558367_969183005.xml,558367,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X PSSS-88 160565 11/02/2025 17:36 734734 A@FORD RANGER XL 4X PSSS-88 160565 11/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD60 SEXTA MANTENCION A@S-MD60 SEXTA MANTENCION; SC
1047,FORD RANGER XL 4X RZGC-45 109461 27/02/2025 18:11 738483,A@FORD RANGER XL 4X RZGC-45 109461 27/02/2025 18:11 738483,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000561426_969183005.xml,561426,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X RZGC-45 109461 27/02/2025 18:11 738483 A@FORD RANGER XL 4X RZGC-45 109461 27/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD10 PRIMERA MANTENCION A@S-MD10 PRIMERA MANTENCION
1052,SCO-MO REVISAR VIBRACION RUEDA DELANTERA IZQUIE,A@SCO-MO REVISAR VIBRACION RUEDA DELANTERA IZQUIE,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000561426_969183005.xml,561426,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X RZGC-45 109461 27/02/2025 18:11 738483 A@FORD RANGER XL 4X RZGC-45 109461 27/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD10 PRIMERA MANTENCION A@S-MD10 PRIMERA MANTENCION
1053,SCO-MO MANTENCION 110.000KMS,A@SCO-MO MANTENCION 110.000KMS,DIFOR CHILE S.A.,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",COMPRAS,DTE_033_000000561426_969183005.xml,561426,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden AUTO@Marca Modelo Patente Stock Km.Veh; FORD RANGER XL 4X RZGC-45 109461 27/02/2025 18:11 738483 A@FORD RANGER XL 4X RZGC-45 109461 27/02/20; -------------------------------------------------------------------------------- A@-----------------; CODIGO DESCRIPCION A@CODIGO DESCRIPCION; S-MD10 PRIMERA MANTENCION A@S-MD10 PRIMERA MANTENCION
1062,Periodo de Cobertura febrero 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,Seguros de Vida,COMPRAS,DTE_033_000000628741_990120005.xml,628741,Seguro Colectivo. Poliza Nro. 12799; RUTCOBRANZA 96685810
1064,"HELIFLEX LIVIANA C/ANILLO 4"" (100MM)",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000654531_864906001.xml,654531,
1065,"NIPLE HEXAGONO GALVANIZADO 1""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000654734_864906001.xml,654734,UNION HDPE 32MM
1066,UNION HDPE 32MM,,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000654734_864906001.xml,654734,"NIPLE HEXAGONO GALVANIZADO 1"""
1067,"TAPON GORRO PLAST.BCO.HI 4""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000655038_864906001.xml,655038,HUINCHA MEDIR 8M INOX. BAHCO (MTS-8-25-E)
1068,HUINCHA MEDIR 8M INOX. BAHCO (MTS-8-25-E),,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000655038_864906001.xml,655038,"TAPON GORRO PLAST.BCO.HI 4"""
1069,"HELIFLEX LIVIANA C/ANILLO 3"" (75MM)",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000655379_864906001.xml,655379,"MOTOBOMBA DAISHIN SCR.80HX 3"" 5.5HP""OFERTA"""
1070,"MOTOBOMBA DAISHIN SCR.80HX 3"" 5.5HP""OFERTA""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000655379_864906001.xml,655379,"HELIFLEX LIVIANA C/ANILLO 3"" (75MM)"
1072,"ROLLO PIOLA NYLON AZUL 1,6MM 20MTS P/ORILLADORA STIHL",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000655656_864906001.xml,655656,"HELIFLEX LIVIANA C/ANILLO 3"" (75MM)"
1074,"COPLA GALVANIZADA 1,1/2""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656400_864906001.xml,656400,"TAPON GORRO PLAST.BCO.HI 1/2""; UNION HE ALUMINIO 1,1/2"""
1075,"TAPON GORRO PLAST.BCO.HI 1/2""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656400_864906001.xml,656400,"COPLA GALVANIZADA 1,1/2""; UNION HE ALUMINIO 1,1/2"""
1076,"UNION HE ALUMINIO 1,1/2""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656400_864906001.xml,656400,"COPLA GALVANIZADA 1,1/2""; TAPON GORRO PLAST.BCO.HI 1/2"""
1077,"ALICATE UNIVERSAL 7"" AISLANTE 1000V T201-7X (17329) T",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656771_864906001.xml,656771,UNION HDPE 50MM.; UNION HDPE 32MM
1081,"UNION PLASTICA 2""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 1,1/4""; TERMINAL HE PLASTICO 2""; TEFLON MAESTRO 3/4""; VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1"""
1082,"TERMINAL HE PLASTICO 1""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1,1/4""; TERMINAL HE PLASTICO 2""; TEFLON MAESTRO 3/4""; VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1"""
1083,"TERMINAL HE PLASTICO 1,1/4""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 2""; TEFLON MAESTRO 3/4""; VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1"""
1084,"TERMINAL HE PLASTICO 2""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 1,1/4""; TEFLON MAESTRO 3/4""; VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1"""
1085,"TEFLON MAESTRO 3/4""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 1,1/4""; TERMINAL HE PLASTICO 2""; VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1"""
1086,"VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 1,1/4""; TERMINAL HE PLASTICO 2""; TEFLON MAESTRO 3/4"""
1087,"VALVULA DE BOLA PVC-HILO S/UNION 40MM = 1,1/4""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 1,1/4""; TERMINAL HE PLASTICO 2""; TEFLON MAESTRO 3/4"""
1088,"VALVULA DE BOLA PVC-HILO S/UNION 63MM = 2""",,COMERCIAL CLIMENT SPA,"Venta al por mayor de Materiales de Construccion,",COMPRAS,DTE_033_000000656983_864906001.xml,656983,"UNION PLASTICA 1,1/4""; UNION PLASTICA 2""; TERMINAL HE PLASTICO 1""; TERMINAL HE PLASTICO 1,1/4""; TERMINAL HE PLASTICO 2""; TEFLON MAESTRO 3/4"""
1090,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.,Distribución de Insumos y Maquinaria Agrícola,COMPRAS,DTE_033_000000663216_967754005.xml,663216,PIRIMOR BOLSA 1 KG|
1092,CAMARA 14.9/13 24 TR218A,UNIDAD|SOLICITADO POR PILAR LOBOS,Tattersall AgroInsumos S.A.,Distribución de Insumos y Maquinaria Agrícola,COMPRAS,DTE_033_000000663608_967754005.xml,663608,NEUMATICO 14.9-24 / 8 TELAS |SOLICITADO POR PILAR LOBOS; CAMARA 14.9/13 24 TR218A UNIDAD|SOLICITADO POR PILAR LOBOS
1095,ROUNDUP CONTROLMAX (15 KG) BY,,MARTINEZ Y VALDIVIESO S.A,"VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,FUMIGACIONES,DESTRUCC. DE PLAGAS",COMPRAS,DTE_033_000000988598_760468894.xml,988598,ESTERON TEN-TEN (9.46 LTS) DW; DASH HC (1 LT) BF
1096,ESTERON TEN-TEN (9.46 LTS) DW,,MARTINEZ Y VALDIVIESO S.A,"VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,FUMIGACIONES,DESTRUCC. DE PLAGAS",COMPRAS,DTE_033_000000988598_760468894.xml,988598,ROUNDUP CONTROLMAX (15 KG) BY; DASH HC (1 LT) BF
1097,DASH HC (1 LT) BF,,MARTINEZ Y VALDIVIESO S.A,"VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,FUMIGACIONES,DESTRUCC. DE PLAGAS",COMPRAS,DTE_033_000000988598_760468894.xml,988598,ROUNDUP CONTROLMAX (15 KG) BY; ESTERON TEN-TEN (9.46 LTS) DW
1100,Electricidad consumida 8760 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,DISTRIBUIDORA DE ENERGIA ELECTRICA,COMPRAS,DTE_033_000001327438_813886006.xml,1327438,Administracion del servicio; Demanda maxima potencia leida 30.57 x $ 28305.430160287862; Demanda maxima suministrada 38.55 x $ 18007.159533073933; Pago de cuenta fuera de plazo; Perdida por transformacion; Uso del sistema de transmision
