row_id,source_file,period,folio,nro_lin_det,direction,item_text,description,provider,amount,unit_price,audit_rationale
3292,DTE_033_000000572916_969183005.xml,2025-05,572916,16,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
3294,DTE_033_000000572948_969183005.xml,2025-05,572948,2,COMPRAS,FORD F150 LARIAT JSFK-23 272011 14/02/2025 11:36 735499,A@FORD F150 LARIAT JSFK-23 272011 14/02/2025 11:36 735499,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
3295,DTE_033_000000572948_969183005.xml,2025-05,572948,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
3296,DTE_033_000000572948_969183005.xml,2025-05,572948,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
3297,DTE_033_000000572948_969183005.xml,2025-05,572948,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
3298,DTE_033_000000572948_969183005.xml,2025-05,572948,6,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
3299,DTE_033_000000572948_969183005.xml,2025-05,572948,7,COMPRAS,Repuestos Servicios,A@Repuestos Servicios,DIFOR CHILE S.A.,0,,printed_service_columns
3300,DTE_033_000000572948_969183005.xml,2025-05,572948,8,COMPRAS,--------------------------------------------------------------------------------,A@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
3301,DTE_033_000000572948_969183005.xml,2025-05,572948,9,COMPRAS,651000 10571,A@651000 10571,DIFOR CHILE S.A.,0,,printed_numeric_summary
3302,DTE_033_000000572948_969183005.xml,2025-05,572948,10,COMPRAS,VIM : undefined,A@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
3303,DTE_033_000000572948_969183005.xml,2025-05,572948,11,COMPRAS,Taller Ford Osorno.,A@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
3304,DTE_033_000000572948_969183005.xml,2025-05,572948,12,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,A@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
3306,DTE_033_000000575474_969183005.xml,2025-05,575474,2,COMPRAS,FORD F150 LARIAT TBZL-91 61219 27/05/2025 15:18 757385,A@FORD F150 LARIAT TBZL-91 61219 27/05/2025 15:18 757385,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
3307,DTE_033_000000575474_969183005.xml,2025-05,575474,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
3308,DTE_033_000000575474_969183005.xml,2025-05,575474,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
3309,DTE_033_000000575474_969183005.xml,2025-05,575474,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
3311,DTE_033_000000575474_969183005.xml,2025-05,575474,7,COMPRAS,"SCO-MO REVISAR CONECTIVIDAD CON CELULAR, SE CON","A@SCO-MO REVISAR CONECTIVIDAD CON CELULAR, SE CON",DIFOR CHILE S.A.,0,,workshop_request_note
3312,DTE_033_000000575474_969183005.xml,2025-05,575474,8,COMPRAS,SCO-MO REVISAR RUIDO EN TRACCION AL MOMENTO DE,A@SCO-MO REVISAR RUIDO EN TRACCION AL MOMENTO DE,DIFOR CHILE S.A.,0,,workshop_request_note
3313,DTE_033_000000575474_969183005.xml,2025-05,575474,9,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
3314,DTE_033_000000575474_969183005.xml,2025-05,575474,10,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
3315,DTE_033_000000575474_969183005.xml,2025-05,575474,11,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
3316,DTE_033_000000575474_969183005.xml,2025-05,575474,12,COMPRAS,260550 73547 13975 12436 116092 19739,2@260550 73547 13975 12436 116092 19739,DIFOR CHILE S.A.,0,,printed_numeric_summary
3317,DTE_033_000000575474_969183005.xml,2025-05,575474,13,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
3318,DTE_033_000000575474_969183005.xml,2025-05,575474,14,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
3319,DTE_033_000000575474_969183005.xml,2025-05,575474,15,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
3322,DTE_033_000000643067_990120005.xml,2025-05,643067,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
3480,DTE_033_000027489702_995200007.xml,2025-05,27489702,1,COMPRAS,Fecha-Guía,01.05.25-30215827*,COPEC S.A.,0,,fuel_delivery_reference
3481,DTE_033_000027489702_995200007.xml,2025-05,27489702,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 49,666|Litro",COPEC S.A.,0,,zero_fuel_summary
3483,DTE_033_000027493093_995200007.xml,2025-05,27493093,1,COMPRAS,Fecha-Guía,02.05.25-30219620*,COPEC S.A.,0,,fuel_delivery_reference
3484,DTE_033_000027493093_995200007.xml,2025-05,27493093,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 88,550|Litro",COPEC S.A.,0,,zero_fuel_summary
3486,DTE_033_000027556700_995200007.xml,2025-05,27556700,1,COMPRAS,Fecha-Guía,19.05.25-30012745*,COPEC S.A.,0,,fuel_delivery_reference
3487,DTE_033_000027556700_995200007.xml,2025-05,27556700,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 105,329|Litro",COPEC S.A.,0,,zero_fuel_summary
3489,DTE_033_000027575146_995200007.xml,2025-05,27575146,1,COMPRAS,Fecha-Guía,25.05.25-30418571*,COPEC S.A.,0,,fuel_delivery_reference
3490,DTE_033_000027575146_995200007.xml,2025-05,27575146,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 78,027|Litro",COPEC S.A.,0,,zero_fuel_summary
3492,DTE_033_000027594847_995200007.xml,2025-05,27594847,1,COMPRAS,Fecha-Guía,31.05.25-30446614*,COPEC S.A.,0,,fuel_delivery_reference
3493,DTE_033_000027594847_995200007.xml,2025-05,27594847,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 82,162|Litro",COPEC S.A.,0,,zero_fuel_summary
3964,DTE_033_000000024672_766002048.xml,2025-06,24672,3,COMPRAS,OBSERVACIONES,ATENCION SR. FELIPE ANGUITA +56 9 9259 9535 PAGO : TRANSFERENCIA ELECTRONICA 28 /05 / 2025 EQUIPO CON PUESTA EN MARCHA / PROBADO EN LOCAL,BOBINADOS INDUSTRIALES LONCOMILLA SPA,0,,observations_note
4146,DTE_033_000000580760_969183005.xml,2025-06,580760,2,COMPRAS,FORD RANGER XL 4X PSSS-88 171197 25/06/2025 12:01 763986,A@FORD RANGER XL 4X PSSS-88 171197 25/06/2025 12:01 763986,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
4147,DTE_033_000000580760_969183005.xml,2025-06,580760,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
4148,DTE_033_000000580760_969183005.xml,2025-06,580760,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
4149,DTE_033_000000580760_969183005.xml,2025-06,580760,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
4151,DTE_033_000000580760_969183005.xml,2025-06,580760,7,COMPRAS,SCO-MO MANTENCION 170.000KMS,A@SCO-MO MANTENCION 170.000KMS,DIFOR CHILE S.A.,0,,workshop_request_note
4152,DTE_033_000000580760_969183005.xml,2025-06,580760,8,COMPRAS,"SCO-MO REVISAR SUSPENSION DELANTERA, NO SE PUDO","A@SCO-MO REVISAR SUSPENSION DELANTERA, NO SE PUDO",DIFOR CHILE S.A.,0,,workshop_request_note
4153,DTE_033_000000580760_969183005.xml,2025-06,580760,9,COMPRAS,SCO-MO REVISAR FILTRACION DE AGUA EN PISO CHOFE,A@SCO-MO REVISAR FILTRACION DE AGUA EN PISO CHOFE,DIFOR CHILE S.A.,0,,workshop_request_note
4154,DTE_033_000000580760_969183005.xml,2025-06,580760,10,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
4155,DTE_033_000000580760_969183005.xml,2025-06,580760,11,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
4156,DTE_033_000000580760_969183005.xml,2025-06,580760,12,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
4157,DTE_033_000000580760_969183005.xml,2025-06,580760,13,COMPRAS,162120 63464 1345 12436 88329 19739,2@162120 63464 1345 12436 88329 19739,DIFOR CHILE S.A.,0,,printed_numeric_summary
4158,DTE_033_000000580760_969183005.xml,2025-06,580760,14,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
4159,DTE_033_000000580760_969183005.xml,2025-06,580760,15,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
4160,DTE_033_000000580760_969183005.xml,2025-06,580760,16,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
4163,DTE_033_000000647680_990120005.xml,2025-06,647680,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
4312,DTE_033_000028101795_995200007.xml,2025-06,28101795,1,COMPRAS,Fecha-Guía,15.06.25-30595287*,COPEC S.A.,0,,fuel_delivery_reference
4313,DTE_033_000028101795_995200007.xml,2025-06,28101795,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 86,927|Litro",COPEC S.A.,0,,zero_fuel_summary
4315,DTE_033_000028102136_995200007.xml,2025-06,28102136,1,COMPRAS,Fecha-Guía,15.06.25-30543474*,COPEC S.A.,0,,fuel_delivery_reference
4316,DTE_033_000028102136_995200007.xml,2025-06,28102136,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 52,477|Litro",COPEC S.A.,0,,zero_fuel_summary
4318,DTE_033_000028113826_995200007.xml,2025-06,28113826,1,COMPRAS,Fecha-Guía,18.06.25-30590791*,COPEC S.A.,0,,fuel_delivery_reference
4319,DTE_033_000028113826_995200007.xml,2025-06,28113826,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 78,471|Litro",COPEC S.A.,0,,zero_fuel_summary
4321,DTE_033_000028142850_995200007.xml,2025-06,28142850,1,COMPRAS,Fecha-Guía,27.06.25-30683018*,COPEC S.A.,0,,fuel_delivery_reference
4322,DTE_033_000028142850_995200007.xml,2025-06,28142850,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 44,663|Litro",COPEC S.A.,0,,zero_fuel_summary
4477,DTE_033_000051964399_97036000K.xml,2025-06,51964399,2,COMPRAS,LEASING 614266 JUNIO 2025 CUOTA 1 DE 37,LEASING 614266 JUNIO 2025 CUOTA 1 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
4479,DTE_033_000052220425_97036000K.xml,2025-06,52220425,2,COMPRAS,LEASING 614747 JUNIO 2025 CUOTA 1 DE 25,LEASING 614747 JUNIO 2025 CUOTA 1 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
5101,DTE_033_000000582337_969183005.xml,2025-07,582337,2,COMPRAS,FORD RANGER XLT 4 TJXC-63 65024 04/07/2025 17:30 766093,A@FORD RANGER XLT 4 TJXC-63 65024 04/07/2025 17:30 766093,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
5102,DTE_033_000000582337_969183005.xml,2025-07,582337,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
5103,DTE_033_000000582337_969183005.xml,2025-07,582337,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
5104,DTE_033_000000582337_969183005.xml,2025-07,582337,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
5106,DTE_033_000000582337_969183005.xml,2025-07,582337,7,COMPRAS,SCO-MO SIGUE GASTANDO LOS NEUMATICOS DELANTEROS,A@SCO-MO SIGUE GASTANDO LOS NEUMATICOS DELANTEROS,DIFOR CHILE S.A.,0,,workshop_request_note
5107,DTE_033_000000582337_969183005.xml,2025-07,582337,8,COMPRAS,SCO-MO AFIRMAR GUARDAFANGO TRASERO LADO CHOFER,A@SCO-MO AFIRMAR GUARDAFANGO TRASERO LADO CHOFER,DIFOR CHILE S.A.,0,,workshop_request_note
5108,DTE_033_000000582337_969183005.xml,2025-07,582337,9,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
5109,DTE_033_000000582337_969183005.xml,2025-07,582337,10,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
5110,DTE_033_000000582337_969183005.xml,2025-07,582337,11,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
5111,DTE_033_000000582337_969183005.xml,2025-07,582337,12,COMPRAS,191765 80622 1237 11441 81263 18159,2@191765 80622 1237 11441 81263 18159,DIFOR CHILE S.A.,0,,printed_numeric_summary
5112,DTE_033_000000582337_969183005.xml,2025-07,582337,13,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
5113,DTE_033_000000582337_969183005.xml,2025-07,582337,14,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
5114,DTE_033_000000582337_969183005.xml,2025-07,582337,15,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
5132,DTE_033_000000652425_990120005.xml,2025-07,652425,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
5352,DTE_033_000028181299_995200007.xml,2025-07,28181299,1,COMPRAS,Fecha-Guía,05.07.25-30756175*,COPEC S.A.,0,,fuel_delivery_reference
5353,DTE_033_000028181299_995200007.xml,2025-07,28181299,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 80,744|Litro",COPEC S.A.,0,,zero_fuel_summary
5355,DTE_033_000028225160_995200007.xml,2025-07,28225160,1,COMPRAS,Fecha-Guía,18.07.25-30850352*,COPEC S.A.,0,,fuel_delivery_reference
5356,DTE_033_000028225160_995200007.xml,2025-07,28225160,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 107,440|Litro",COPEC S.A.,0,,zero_fuel_summary
5358,DTE_033_000028226906_995200007.xml,2025-07,28226906,1,COMPRAS,Fecha-Guía,19.07.25-30435151*,COPEC S.A.,0,,fuel_delivery_reference
5359,DTE_033_000028226906_995200007.xml,2025-07,28226906,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 43,831|Litro",COPEC S.A.,0,,zero_fuel_summary
5727,DTE_033_000052357439_97036000K.xml,2025-07,52357439,2,COMPRAS,LEASING 614266 JULIO 2025 CUOTA 2 DE 37,LEASING 614266 JULIO 2025 CUOTA 2 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
6094,DTE_033_000000587911_969183005.xml,2025-08,587911,2,COMPRAS,FORD F150 LARIAT TBZL-91 71285 06/08/2025 09:55 772922,A@FORD F150 LARIAT TBZL-91 71285 06/08/2025 09:55 772922,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
6095,DTE_033_000000587911_969183005.xml,2025-08,587911,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
6096,DTE_033_000000587911_969183005.xml,2025-08,587911,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
6097,DTE_033_000000587911_969183005.xml,2025-08,587911,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
6099,DTE_033_000000587911_969183005.xml,2025-08,587911,7,COMPRAS,SCO-MO REVISAR RADIO SE SIGUE DESCONECTANDO EL,A@SCO-MO REVISAR RADIO SE SIGUE DESCONECTANDO EL,DIFOR CHILE S.A.,0,,workshop_request_note
6100,DTE_033_000000587911_969183005.xml,2025-08,587911,8,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
6101,DTE_033_000000587911_969183005.xml,2025-08,587911,9,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
6102,DTE_033_000000587911_969183005.xml,2025-08,587911,10,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
6103,DTE_033_000000587911_969183005.xml,2025-08,587911,11,COMPRAS,247986 78316 1237 11441 106805 18160,2@247986 78316 1237 11441 106805 18160,DIFOR CHILE S.A.,0,,printed_numeric_summary
6104,DTE_033_000000587911_969183005.xml,2025-08,587911,12,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
6105,DTE_033_000000587911_969183005.xml,2025-08,587911,13,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
6106,DTE_033_000000587911_969183005.xml,2025-08,587911,14,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
6128,DTE_033_000000657568_990120005.xml,2025-08,657568,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
6302,DTE_033_000028306310_995200007.xml,2025-08,28306310,1,COMPRAS,Fecha-Guía,08.08.25-30609987*,COPEC S.A.,0,,fuel_delivery_reference
6303,DTE_033_000028306310_995200007.xml,2025-08,28306310,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 117,918|Litro",COPEC S.A.,0,,zero_fuel_summary
6305,DTE_033_000028312184_995200007.xml,2025-08,28312184,1,COMPRAS,Fecha-Guía,10.08.25-31032019*,COPEC S.A.,0,,fuel_delivery_reference
6306,DTE_033_000028312184_995200007.xml,2025-08,28312184,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 94,442|Litro",COPEC S.A.,0,,zero_fuel_summary
6308,DTE_033_000028327018_995200007.xml,2025-08,28327018,1,COMPRAS,Fecha-Guía,14.08.25-31071598*,COPEC S.A.,0,,fuel_delivery_reference
6309,DTE_033_000028327018_995200007.xml,2025-08,28327018,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 56,228|Litro",COPEC S.A.,0,,zero_fuel_summary
6311,DTE_033_000028330161_995200007.xml,2025-08,28330161,1,COMPRAS,Fecha-Guía,15.08.25-31091020*,COPEC S.A.,0,,fuel_delivery_reference
6312,DTE_033_000028330161_995200007.xml,2025-08,28330161,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 98,644|Litro",COPEC S.A.,0,,zero_fuel_summary
6314,DTE_033_000028334222_995200007.xml,2025-08,28334222,1,COMPRAS,Fecha-Guía,17.08.25-31118646*,COPEC S.A.,0,,fuel_delivery_reference
6315,DTE_033_000028334222_995200007.xml,2025-08,28334222,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 65,127|Litro",COPEC S.A.,0,,zero_fuel_summary
6318,DTE_033_000028359587_995200007.xml,2025-08,28359587,1,COMPRAS,Fecha-Guía,24.08.25-31177637*,COPEC S.A.,0,,fuel_delivery_reference
6319,DTE_033_000028359587_995200007.xml,2025-08,28359587,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 98,040|Litro",COPEC S.A.,0,,zero_fuel_summary
6321,DTE_033_000028363545_995200007.xml,2025-08,28363545,1,COMPRAS,Fecha-Guía,25.08.25-31171176*,COPEC S.A.,0,,fuel_delivery_reference
6322,DTE_033_000028363545_995200007.xml,2025-08,28363545,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 64,527|Litro",COPEC S.A.,0,,zero_fuel_summary
6324,DTE_033_000028379316_995200007.xml,2025-08,28379316,1,COMPRAS,Fecha-Guía,29.08.25-31213751*,COPEC S.A.,0,,fuel_delivery_reference
6325,DTE_033_000028379316_995200007.xml,2025-08,28379316,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 65,646|Litro",COPEC S.A.,0,,zero_fuel_summary
6632,DTE_033_000052659387_97036000K.xml,2025-08,52659387,2,COMPRAS,LEASING 614747 AGOSTO 2025 CUOTA 2 DE 25,LEASING 614747 AGOSTO 2025 CUOTA 2 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
6634,DTE_033_000052685845_97036000K.xml,2025-08,52685845,2,COMPRAS,LEASING 614266 AGOSTO 2025 CUOTA 3 DE 37,LEASING 614266 AGOSTO 2025 CUOTA 3 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
6823,DTE_033_000000025657_766002048.xml,2025-09,25657,2,COMPRAS,OBSERVACIONES,TARJETA CREDITO,BOBINADOS INDUSTRIALES LONCOMILLA SPA,0,,observations_note
6996,DTE_033_000000592958_969183005.xml,2025-09,592958,2,COMPRAS,FORD AJE5 / NEW R TYLD-93 34046 04/09/2025 17:46 779364,A@FORD AJE5 / NEW R TYLD-93 34046 04/09/2025 17:46 779364,DIFOR CHILE S.A.,0,,vehicle_work_order_metadata
6997,DTE_033_000000592958_969183005.xml,2025-09,592958,3,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
6998,DTE_033_000000592958_969183005.xml,2025-09,592958,4,COMPRAS,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,DIFOR CHILE S.A.,0,,printed_column_header
6999,DTE_033_000000592958_969183005.xml,2025-09,592958,5,COMPRAS,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7001,DTE_033_000000592958_969183005.xml,2025-09,592958,7,COMPRAS,SCO-MO CAMBIO EXTINTOR,A@SCO-MO CAMBIO EXTINTOR,DIFOR CHILE S.A.,0,,workshop_request_note
7002,DTE_033_000000592958_969183005.xml,2025-09,592958,8,COMPRAS,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,0,,printed_totals_header
7003,DTE_033_000000592958_969183005.xml,2025-09,592958,9,COMPRAS,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,0,,printed_service_columns
7004,DTE_033_000000592958_969183005.xml,2025-09,592958,10,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
7005,DTE_033_000000592958_969183005.xml,2025-09,592958,11,COMPRAS,154690 70724 9698 10036 66834 15929,2@154690 70724 9698 10036 66834 15929,DIFOR CHILE S.A.,0,,printed_numeric_summary
7006,DTE_033_000000592958_969183005.xml,2025-09,592958,12,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
7007,DTE_033_000000592958_969183005.xml,2025-09,592958,13,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
7008,DTE_033_000000592958_969183005.xml,2025-09,592958,14,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
7195,DTE_033_000028474250_995200007.xml,2025-09,28474250,1,COMPRAS,Fecha-Guía,24.09.25-30944639*,COPEC S.A.,0,,fuel_delivery_reference
7196,DTE_033_000028474250_995200007.xml,2025-09,28474250,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 31,646|Litro",COPEC S.A.,0,,zero_fuel_summary
7198,DTE_033_000028475306_995200007.xml,2025-09,28475306,1,COMPRAS,Fecha-Guía,24.09.25-31454511*,COPEC S.A.,0,,fuel_delivery_reference
7199,DTE_033_000028475306_995200007.xml,2025-09,28475306,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 86,930|Litro",COPEC S.A.,0,,zero_fuel_summary
7469,DTE_033_000052973725_97036000K.xml,2025-09,52973725,2,COMPRAS,LEASING 614747 SEPTIEMBRE 2025 CUOTA 3 D,LEASING 614747 SEPTIEMBRE 2025 CUOTA 3 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
7471,DTE_033_000053049578_97036000K.xml,2025-09,53049578,2,COMPRAS,LEASING 614266 SEPTIEMBRE 2025 CUOTA 4 D,LEASING 614266 SEPTIEMBRE 2025 CUOTA 4 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
