rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,nova cl x150,NOVA CL X150,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.407
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,pila d2 blister x 2 duracell,PILA D2 BLISTER X 2 DURACELL -@,PILA D2 BLISTER X 2 DURACELL -@,DORIS IVONNE CASTILLO KANTER,0.2242
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,reten,RETEN,,ENTRE RIEGOS DEL SUR SPA,0.2354
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,rod ext masa rf 11 13,ROD EXT MASA RF 11/13,ROD EXT MASA RF 11/13,GALLAGHER CHILE SPA,0.2262
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,rod int masa rf 11 13,ROD INT MASA RF 11/13,ROD INT MASA RF 11/13,GALLAGHER CHILE SPA,0.1282
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,rodamiento rodillo auxiliar bandeja rf 6206,RODAMIENTO RODILLO AUXILIAR BANDEJA RF 6206,RODAMIENTO RODILLO AUXILIAR BANDEJA RF 6206,GALLAGHER CHILE SPA,0.3744
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,stihl aceite sae 10w 30 motor 4 tiempos 600cc,STIHL ACEITE SAE 10W-30 MOTOR 4 TIEMPOS 600CC,STIHL ACEITE SAE 10W-30 MOTOR 4 TIEMPOS 600CC,INVERSIONES DEL RANCO SPA,0.297
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,stihl filtro de aire mm 55 bt 121 fs 120 250 450,STIHL FILTRO DE AIRE MM 55 BT 121 FS 120-250-450,STIHL FILTRO DE AIRE MM 55 BT 121 FS 120-250-450,LIDIA ANGELICA SANHUEZA FUENTES,0.4747
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,tuerca hex pu g 2 nc 1 2,TUERCA HEX. PU G-2 NC 1/2,,FERIA REMEHUE LTDA.,0.1548
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,valvula bola compacta hi 1 2,VALVULA BOLA COMPACTA HI 1 2 -@,VALVULA BOLA COMPACTA HI 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.1504
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,valvula bola hi hi 1 taumm 060155000,VALVULA BOLA HI-HI 1 TAUMM 060155000 -@,VALVULA BOLA HI-HI 1 TAUMM 060155000 -@,DORIS IVONNE CASTILLO KANTER,0.1301
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,valvula bola otra 1 hi hi taumm 060155002,VALVULA BOLA OTRA 1 HI-HI TAUMM 060155002 -@,VALVULA BOLA OTRA 1 HI-HI TAUMM 060155002 -@,DORIS IVONNE CASTILLO KANTER,0.1607
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,valvula bola otra hi hi 2 taumm 060188002,VALVULA BOLA OTRA HI-HI 2 TAUMM 060188002 -@,VALVULA BOLA OTRA HI-HI 2 TAUMM 060188002 -@,DORIS IVONNE CASTILLO KANTER,0.1301
2,low_confidence,EXP-13.1,Mantencion Maquinaria,COMPRAS,vaso b 470cc,VASO B 470CC,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.4001
2,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,dias moto potrero poncho,Dias moto potrero poncho,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.4283
2,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,kit rep motor hidr 50 80 315 460cc,KIT REP. MOTOR HIDR. 50/80/315/460CC,KIT REP. MOTOR HIDR. 50/80/315/460CC,GALLAGHER CHILE SPA,0.3894
2,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion camioneta,REPARACION CAMIONETA,FORD,SERVIVUL SPA,0.506
2,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,reparacion neumatico,reparacion neumatico,cuadrimoto con 3 gp03,CARLOS IVAN MEZA HERMOSILLA,0.334
2,low_confidence,EXP-13.2,Mantencion Motos,COMPRAS,rodamiento rodillo motor bandeja rf 25mm,RODAMIENTO RODILLO MOTOR BANDEJA RF 25MM,RODAMIENTO RODILLO MOTOR BANDEJA RF 25MM,GALLAGHER CHILE SPA,0.3432
2,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,ats mono go1200 gta,ATS MONO GO1200 GTA,ATS MONO PARA GO1200 GTA,BOBINADOS INDUSTRIALES LONCOMILLA SPA,0.3321
2,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,auto polf grande p b,AUTO POLF GRANDE P-B,,SERVIGEN LTDA,0.5447
2,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,cinta 1000k 6mt 35mm camio pes,CINTA 1000K 6MT 35MM CAMIO PES,,SODIMAC S.A.,0.3507
2,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,repuesto,REPUESTO,,Kaufmann S.A. Vehículos Motorizados,0.3468
2,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,ser montaje balanceo auto camioneta,SER-MONTAJE & BALANCEO AUTO/CAMIONETA,SER-MONTAJE & BALANCEO AUTO/CAMIONETA,AUTOMOTRIZ SALFA SUR LIMITADA,0.209
2,low_confidence,EXP-13.3,Mantencion Vehiculos,COMPRAS,servicios varios,SERVICIOS VARIOS,SERVICIOS VARIOS,Servicios Bergström Limitada,0.1343
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,disp toalla interfol elevation,DISP TOALLA INTERFOL ELEVATION,,SODIMAC S.A.,0.3182
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,mecanica,MECANICA,,COMERCIAL E INVERSIONES SERVICID LTDA.,0.3835
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,peaje autopista central,Peaje Autopista Central,,SOC CONCESIONARIA AUTOPISTA CENTRAL S A,0.3621
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,servicio grua,SERVICIO GRÚA,"Traslado Ford Ranger TYLD-93, Sector Pelleco - Taller Difor, Osorno",RENT A CAR Y GRUAS VIVE SPA,0.4855
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,servicios,SERVICIOS,MAICILLO A ALCANTARILLAS YUTRECO,GEO PARTNER SPA,0.4293
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,trabajo fuera taller,TRABAJO FUERA TALLER,,Kaufmann S.A. Vehículos Motorizados,0.2869
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,trabajos en maestranza,TRABAJOS EN MAESTRANZA,TRABAJOS EN MAESTRANZA,GALLAGHER CHILE SPA,0.2349
2,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado de oficina easy la union destino la union materiales varios,traslado de oficina easy la union destino la union...materiales varios,,CRISTIAN MIGUEL MATAMALA NAVARRO,0.3887
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,abrazadera cremallera 12 22 mm acero inox,ABRAZADERA CREMALLERA 12-22 MM ACERO INOX.,,SOCIEDAD COMERCIAL SERLAC CHILE S.A.,0.5191
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,abrazadera manguera 1 2 p 13mm a 19mm ab 4 ab 6,ABRAZADERA MANGUERA 1/2 P 13MM A 19MM AB-4 AB-6 -@,ABRAZADERA MANGUERA 1/2 P 13MM A 19MM AB-4 AB-6 -@,DORIS IVONNE CASTILLO KANTER,0.5596
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,abrazadera omega 25mm,ABRAZADERA OMEGA 25MM -@,ABRAZADERA OMEGA 25MM -@,DORIS IVONNE CASTILLO KANTER,0.4278
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,abrazadera sebcor 1 1 2,"ABRAZADERA SEBCOR 1.1/2""","ABRAZADERA SEBCOR 1.1/2""",COMERCIAL HARCHA SPA,0.4406
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,amarra blanca 700x8mm 50und cu,AMARRA BLANCA 700X8MM 50UND CU,,SODIMAC S.A.,0.6138
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,camara 11 5 80 x 15 3,"CAMARA 11,5/80 X 15,3","CAMARA 11,5/80 X 15,3",COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.2993
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cinta legtail tape 25 mt rojo,CINTA LEGTAIL TAPE 25 MT ROJO -____,____,FEROSOR AGRICOLA S.A.,0.2586
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,clavo corriente 3 x 10 kg,"CLAVO CORRIENTE 3"" X 10 (KG)",,COMERCIAL CLIMENT SPA,0.3494
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,clavo corriente 4 x 8 kg oferta,"CLAVO CORRIENTE 4"" X 8 (KG) ""OFERTA""",,COMERCIAL CLIMENT SPA,0.3432
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,dias galpon,Días galpon,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.6586
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,heliflex liviana c anillo 4 100mm,"HELIFLEX LIVIANA C/ANILLO 4"" (100MM)",,COMERCIAL CLIMENT SPA,0.2713
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,llave stillson 12 llpw1012 hammerbit,"LLAVE STILLSON 12"" LLPW1012 HAMMERBIT",,COMERCIAL CLIMENT SPA,0.2433
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,malla acma c 92 c e 15x15 5 metros largo 2 60 alto,MALLA ACMA C-92 C E 15X15 5 METROS LARGO- 2 60 ALTO -@,MALLA ACMA C-92 C E 15X15 5 METROS LARGO- 2 60 ALTO -@,DORIS IVONNE CASTILLO KANTER,0.2675
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,salida estanque cem 63 x 2,-SALIDA ESTANQUE CEM 63 X 2 -@,-SALIDA ESTANQUE CEM 63 X 2 -@,DORIS IVONNE CASTILLO KANTER,0.2358
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,serap empaquetadura 160mm v vaciado,SERAP EMPAQUETADURA 160MM V.VACIADO,,SOCIEDAD COMERCIAL SERLAC CHILE S.A.,0.329
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,smartside r8v 11 1mm 122x244cm,"SMARTSIDE R8V 11,1MM 122X244CM",,SODIMAC S.A.,0.263
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,tauto broca 2 1 2 tornillo autoperf broca caja 100 un,TAUTO-BROCA 2 1 2 TORNILLO AUTOPERF BROCA CAJA 100 UN -@,TAUTO-BROCA 2 1 2 TORNILLO AUTOPERF BROCA CAJA 100 UN -@,DORIS IVONNE CASTILLO KANTER,0.3299
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,terciado estr pino 18mm122x244,TERCIADO ESTR PINO 18MM122X244,,SODIMAC S.A.,0.4495
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,tornillo volcanita zinc 6 x 2 100un,"TORNILLO VOLCANITA ZINC. 6 X 2"" (100UN)",,COMERCIAL CLIMENT SPA,0.6408
2,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,union alambre correa lateral 0 95metros,UNION ALAMBRE CORREA LATERAL (0.95METROS),UNION ALAMBRE CORREA LATERAL (0.95METROS),GALLAGHER CHILE SPA,0.72
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,abrazadera crem 3 4 16 25,"ABRAZADERA CREM. 3/4"" (16-25)",,COMERCIAL CLIMENT SPA,0.3575
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,adaptador so hi p termofusion 20 x 1 2,ADAPTADOR SO HI P/TERMOFUSION 20 X 1/2,,COMERCIAL CLIMENT SPA,0.6129
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,brocha condor premium 5 8x4 cu,BROCHA CONDOR PREMIUM 5/8X4 CU,,SODIMAC S.A.,0.3458
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,brocha plana hela 3,"BROCHA PLANA - HELA 3""","BROCHA PLANA - HELA 3""",COMERCIAL HARCHA SPA,0.33
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,brocha plana hela 4,"BROCHA PLANA - HELA 4""","BROCHA PLANA - HELA 4""",COMERCIAL HARCHA SPA,0.3462
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing galvanizado 1 x 3 4,"BUSHING GALVANIZADO 1 X 3/4""",,COMERCIAL CLIMENT SPA,0.3225
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing galvanizado 3 4 x 1 2,"BUSHING GALVANIZADO 3/4 X 1/2""",,COMERCIAL CLIMENT SPA,0.3552
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing plast bco hi he 1 1 2 x 1 1 4,"BUSHING PLAST.BCO.HI HE 1,1/2 X 1,1/4""",,COMERCIAL CLIMENT SPA,0.5965
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing plast bco hi he 1 1 2 x 3 4,"BUSHING PLAST.BCO.HI HE 1,1/2 X 3/4""",,COMERCIAL CLIMENT SPA,0.614
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing plast bco hi he 1 x 3 4,"BUSHING PLAST.BCO.HI HE 1 X 3/4""",,COMERCIAL CLIMENT SPA,0.6489
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing plast bco hi he 2 x 1 1 2,"BUSHING PLAST.BCO.HI HE 2 X 1,1/2""",,COMERCIAL CLIMENT SPA,0.5389
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,codo pvc sanit gris 110mm x 90,CODO PVC-SANIT.GRIS 110MM X 90§,,COMERCIAL CLIMENT SPA,0.7412
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,collar arranque pvc p pvc 50 x 1,"COLLAR ARRANQUE PVC P/PVC 50 X 1""",,COMERCIAL CLIMENT SPA,0.6822
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,hdpe codo 25mm pn16,HDPE-CODO 25MM - PN16 -@,HDPE-CODO 25MM - PN16 -@,DORIS IVONNE CASTILLO KANTER,0.3277
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,hdpe copla compresion 63mm,HDPE-COPLA COMPRESION 63MM -@,HDPE-COPLA COMPRESION 63MM -@,DORIS IVONNE CASTILLO KANTER,0.2279
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,hdpe terminal he 40mmx1 1 4,HDPE-TERMINAL HE 40MMX1 1 4 -@,HDPE-TERMINAL HE 40MMX1 1 4 -@,DORIS IVONNE CASTILLO KANTER,0.2142
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,hdpe terminal hi compresion 50mm x 1 1 2,HDPE-TERMINAL HI COMPRESION 50MM X 1 1/2 -@,HDPE-TERMINAL HI COMPRESION 50MM X 1 1/2 -@,DORIS IVONNE CASTILLO KANTER,0.3554
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,lima 5 5 mm 7 32,LIMA 5 5 MM 7 32,LIMA 5 5 MM 7 32,INVERSIONES DEL RANCO LIMITADA,0.2347
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,mold pino gp18 guar rod13x43x3,MOLD PINO GP18 GUAR ROD13X43X3,,SODIMAC S.A.,0.2093
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,mt x tira pvc sanitario gris 40mm oferta,"* MT.X TIRA PVC-SANITARIO GRIS 40MM ""OFERTA""",,COMERCIAL CLIMENT SPA,0.4539
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,n tee registro 110 pvc sanitario hoffens,Ñ-TEE REGISTRO 110 PVC-SANITARIO HOFFENS -@,Ñ-TEE REGISTRO 110 PVC-SANITARIO HOFFENS -@,DORIS IVONNE CASTILLO KANTER,0.1067
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,pack bisagra 3 5x3 5 zn 3 un,"PACK BISAGRA 3,5X3,5 ZN 3 UN",,SODIMAC S.A.,0.4992
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,pl fibro 6mmx120x240 volcan pl,PL FIBRO 6MMX120X240 VOLCAN PL,,SODIMAC S.A.,0.4161
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,pl fibro b c 6mmx120x24 volcan,PL FIBRO B/C 6MMX120X24 VOLCAN,,SODIMAC S.A.,0.4126
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,polin impregnado 3 a 4 x 2 65,"POLIN IMPREGNADO 3"" A 4"" X 2.65 -____",____,FEROSOR AGRICOLA S.A.,0.3617
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,servicio tecnico,SERVICIO TÉCNICO,"LIMPIEZA DE POZO PROFUNDO MEDIAN TE INYECCIÓN DE AIRE COMPRIMIDO + REEMPLAZO DE PARTE HI. NUEVA ACOPLADA A MOTOR EXISTENTE, SEGÚN DETALLE EN PPTO. N° 36356 SONDAJE N° 1214 UBICACIÓN: FUNDO EL MAITEN - FUTRONO. SE ADJUNTA INF. TÉCNICO N° 28263.",SONDAJES PERFOMAQ SA,0.4604
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,silla plastica blanca milan,SILLA PLASTICA BLANCA MILAN,SILLA PLASTICA BLANCA MILAN,COMERCIAL HARCHA SPA,0.2633
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,tapon gorro plast bco hi 1 2,"TAPON GORRO PLAST.BCO.HI 1/2""",,COMERCIAL CLIMENT SPA,0.3789
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,tapon gorro plast bco hi 4,"TAPON GORRO PLAST.BCO.HI 4""",,COMERCIAL CLIMENT SPA,0.3419
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,teflon maestro 1 2,"TEFLON MAESTRO 1/2""",,COMERCIAL CLIMENT SPA,0.2671
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,teflon multiuso 3 4 alta densidad 50mt azul aquakit,TEFLON MULTIUSO 3 4 ALTA DENSIDAD 50MT AZUL AQUAKIT-@,TEFLON MULTIUSO 3 4 ALTA DENSIDAD 50MT AZUL AQUAKIT-@,DORIS IVONNE CASTILLO KANTER,0.2431
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,tub cuad neg 75 x 3 0 mm,TUB CUAD NEG 75 X 3.0 MM,TUB CUAD NEG 75 X 3.0 MM,Acenor Aceros Del Norte S.A.,0.3443
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,union plastica 1,"UNION PLASTICA 1""",,COMERCIAL CLIMENT SPA,0.7158
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,valvula acople rapido aspersor 3 4,"VALVULA ACOPLE RAPIDO ASPERSOR 3/4""",,COMERCIAL CLIMENT SPA,0.3554
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,valvula bola paso total pn25 de 1 genebre 302906,VALVULA BOLA PASO TOTAL PN25 DE 1 GENEBRE 302906 -@,VALVULA BOLA PASO TOTAL PN25 DE 1 GENEBRE 302906 -@,DORIS IVONNE CASTILLO KANTER,0.1418
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,valvula compresion he 32mm arangul,Válvula Compresión HE 32mm Arangül,,PUELCHE LOS RIOS SOCIEDAD POR ACCIONES,0.3288
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,valvula de bola hi itali 1 1 4,"VALVULA DE BOLA HI ITALI 1,1/4""",,COMERCIAL CLIMENT SPA,0.4006
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,valvula de bola hi itali 1 2 oferta,"* VALVULA DE BOLA HI ITALI 1/2"" *OFERTA*",,COMERCIAL CLIMENT SPA,0.3948
2,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,valvula de bola pp 63mm hi arangul,Válvula de Bola PP 63mm HI Arangül,,PUELCHE LOS RIOS SOCIEDAD POR ACCIONES,0.4024
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,archivador oficio angosto burdeo auca,ARCHIVADOR OFICIO ANGOSTO BURDEO AUCA,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.5728
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,asistencia tecnica,Asistencia Tecnica,Reparación Sistema de Giro Sala Rotativa Informe N°105 - Cotiz. N°168,EMVI INGENIERÍA Y SOLUCIONES INDUSTRIALES SPA,0.1722
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,ayuda en moro chico,Ayuda en Moro chico,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.5525
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,caneria cobre m 1 2 agua,"CAñERIA COBRE ""M"" 1/2"" AGUA","CAÑERIA COBRE ""M"" 1/2"" AGUA",COMERCIAL HARCHA SPA,0.2373
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,cerco nuevo 1hebra,cerco nuevo 1hebra,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.358
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,desbrosar cerco maiten 3,Desbrosar cerco maiten 3,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.3952
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,lapiz pasta p med bic cristal azul,LAPIZ PASTA P.MED BIC CRISTAL AZUL,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2281
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,lena,leña,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.5032
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,lomo archiv adhesivo ancho blanco adetec,LOMO ARCHIV.ADHESIVO ANCHO BLANCO ADETEC,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.4202
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,pintura piscina sipalac gris humo 1gl,PINTURA PISCINA SIPALAC GRIS HUMO 1GL,20 Descuento Pintu $ 16796,EASY RETAIL S.A.,0.3039
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,plumon pizarra rojo p redonda artel mp 70 d,PLUMON PIZARRA ROJO P.REDONDA ARTEL MP 70-D,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2707
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,rep cerco potrero maiten,Rep Cerco Potrero Maiten,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.5557
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,repuestos,REPUESTOS,,COMERCIAL E INVERSIONES SERVICID LTDA.,0.236
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,repuestos utilizados,REPUESTOS UTILIZADOS,REPUESTOS UTILIZADOS,Dercomaq S.P.A.,0.2648
2,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,servicios prestados,Servicios prestados,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.3557
2,low_confidence,EXP-15.3,Fletes,COMPRAS,servicios,SERVICIOS,FLETE MAICILLO,GEO PARTNER SPA,0.614
2,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de terneras,Traslado de terneras,de El Maitén a Bramadero,JUAN ANGEL ANIBAL VERGARA OBANDO,0.3992
2,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de terneros,Traslado de terneros,de Raíces a Bramadero,JUAN ANGEL ANIBAL VERGARA OBANDO,0.3868
2,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de tractor,Traslado de Tractor,John Deere desde sector Nontuela hasta taller Toroyo Osorno.,SOCIEDAD DE TRANSPORTES Y SERVICIOS MECÁNICOS MAY LIMITADA,0.3903
2,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de vacas desde,Traslado de vacas desde,El Maitén a Feria Paillaco,JUAN ANGEL ANIBAL VERGARA OBANDO,0.3909
2,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 32 vacas,VIAJE 32 VACAS,De Vista Hermosa a El Maitén,RAFAEL ANDRES BERTIN DELGADO,0.2918
2,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 50 vaquillas,VIAJE 50 VAQUILLAS,Bramadero a Yutreco,RAFAEL ANDRES BERTIN DELGADO,0.466
2,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje vaquillas,VIAJE VAQUILLAS,Fdo. Bramadero a El Maitén,ORLANDO BERTIN SANDOVAL,0.4363
2,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,asesoria y trabajos tineo,Asesoria y Trabajos Tineo,,HSV SPA,0.3161
2,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,fertilizacion tineo,FERTILIZACION TINEO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.3661
2,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,otros insumos trabajo maestranza,OTROS INSUMOS - Trabajo maestranza,OTROS INSUMOS - Trabajo maestranza,GALLAGHER CHILE SPA,0.1639
2,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,aq tapa derecha aquapluv tigre,AQ-TAPA DERECHA AQUAPLUV TIGRE -@,AQ-TAPA DERECHA AQUAPLUV TIGRE -@,DORIS IVONNE CASTILLO KANTER,0.1777
2,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,abrazadera termofusion autolock 20mm,ABRAZADERA TERMOFUSION AUTOLOCK 20MM,,COMERCIAL CLIMENT SPA,0.4295
2,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,ap tapon bebederos,AP TAPON BEBEDEROS -____,____,FEROSOR AGRICOLA S.A.,0.1636
2,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,barra piso rf13,BARRA PISO RF13,BARRA PISO RF13,GALLAGHER CHILE SPA,0.2081
2,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,basura maxi sacos rotos,Basura Maxi Sacos rotos,,GESTIÓN AMBIENTAL ECOGEST SPA,0.3406
2,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,botellon 20 litros,Botellón 20 litros,,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.,0.4
2,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,carpeta pigmentada cart brillante buho azul oscur,CARPETA PIGMENTADA CART. BRILLANTE BUHO AZUL OSCUR,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.3587
