gold_id,category_code,leaf,source,item_text,description,provider,farm,audit_reason,verify_flag,direction,direction_evidence,raw_row_id
RG-00303,EXP-2.2,Medicamentos Mastitis,client_product_rule,ECO CMT CHECK 1 KL.,7057959,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00304,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,GUANTE NITRILO VERDE FLOCADO - L,7600549,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00305,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 45,7603284,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00306,EXP-14.2,Mantencion Cercos,client_product_rule,GRAPAS 1 1/4 X 10,7005894,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00307,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,TRAJE DE AGUA ALASKA XXL,7602641,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00308,EXP-10.1,Mantencion Sala,client_product_rule,SERVICIO MANTENCION HORAS HOMBRE,3600094,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00309,EXP-10.1,Mantencion Sala,client_product_rule,MOVILIZACION MANTENCION ESTANQUES,3600095,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00310,EXP-8.1,Pradera Perenne,client_product_rule,SEMILLA TREBOL BLANCO RURU X 4 KG,7613577,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00311,EXP-8.1,Pradera Perenne,client_product_rule,SEMILLA TREBOL BLANCO KOTUKU X 4 KG,7609002,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00312,EXP-2.5,Otros Medicamentos,client_product_rule,CALFOMA CARDIO X 500 ML,7607284,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00313,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 37,7604262,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00314,EXP-6.2,Nitrogeno,client_product_rule,CAN 27 FUNDO,7601377,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00315,EXP-16.2,Otros Gastos Campo,client_product_rule,TRAMPA PEGAJOSA 48 RB,7602388,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00316,EXP-16.2,Otros Gastos Campo,client_product_rule,"LIMA MOTOSIERRA 3/16""",7611944,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00317,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,SONDA PARA TERNEROS IMPORTADA,7603199,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00318,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,APLICADOR ORAL 20 ML SHOOF 220099,7607323,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00319,EXP-2.2,Medicamentos Mastitis,client_product_rule,MASTIPLAN LC X 20 JER,7613740,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00320,EXP-2.5,Otros Medicamentos,client_product_rule,VITAMINA ADE X 100 ML,7614073,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00321,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,DIIO ZEETAG HDX X 5 UN,7602756,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00322,EXP-16.2,Otros Gastos Campo,client_product_rule,"LIMAS PLANAS 10"" SANDVIK CON MANGO",7006270,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00323,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,TRAJE DESECHABLE TYVEK DUPONT XL,7607939,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00324,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,RESPIRADOR 3M 6200 MEDIUM,7045942,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00325,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,FILTRO P RESPIRADOR 3M 6001,7602001,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00326,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,EIMU DRACHENBLUT SCHUTZSPRAY 500 ML,7613416,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00327,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,TRAJE DE AGUA ALASKA L,7038032,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00328,EXP-2.5,Otros Medicamentos,client_product_rule,ZUPREVO X 50 ML,7607083,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00329,EXP-2.5,Otros Medicamentos,client_product_rule,CLORAFUR 50% X 500 GR,7607781,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00330,EXP-14.2,Mantencion Cercos,client_product_rule,CINTA POLY BLA 40MM 200M (G62404),7608760,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00331,EXP-14.2,Mantencion Cercos,client_product_rule,MANIJA SOFT TOUCH CINTA (G69603),7607611,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00332,EXP-2.5,Otros Medicamentos,client_product_rule,COLIPRIM X 1 L,7602737,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00333,EXP-2.5,Otros Medicamentos,client_product_rule,TRIPLE VITAMINICO X 3 AMP X 5 ML,7601346,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00334,EXP-2.5,Otros Medicamentos,client_product_rule,HASYUN INYECTABLE X 50 ML,7601732,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00335,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,TERMOMETRO DIGITAL (TA804C),7602287,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00336,EXP-2.5,Otros Medicamentos,client_product_rule,ACTIGOR X 100 CC,7062251,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00337,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,MANGAS PALPACION IMPORTADAS,7028495,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00338,EXP-13.1,Mantencion Maquinaria,client_product_rule,A.MOBIL HD 80-90 X 4 LT,7070580,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00339,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,SUERO GLUCOSADO 500 CC.,7029254,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00340,EXP-2.5,Otros Medicamentos,client_product_rule,CORTEXONA 50 ML,7614406,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00341,EXP-2.4,Sales Minerales,client_product_rule,REHSAL - VET X 25 SOB,7029432,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00342,EXP-2.5,Otros Medicamentos,client_product_rule,DIARREVET X 50 GRS,7600955,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00343,EXP-16.2,Otros Gastos Campo,client_product_rule,REPELENTE RATON M. SCHUTZ SPRAY 1515,7602702,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00344,EXP-14.2,Mantencion Cercos,client_product_rule,GRAPAS 1 1/2 X 8,7005916,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00345,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,MOCHETAS LEIGH CORTA,7029947,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00346,EXP-2.5,Otros Medicamentos,client_product_rule,EXCEDE 200 X 100 ML,7601315,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00347,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,BANDEJAS TEST MASTITIS,7013145,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00348,EXP-2.4,Sales Minerales,client_product_rule,OXIDO DE MAGNESIO X 25 KG,7614415,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00349,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,"SERRUCHO TRUPER TF 22""",7612399,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00350,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,ALICATE UNIVERSAL T201-8,7604158,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00351,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,MARTILLO M/FIBRA,7602148,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00352,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,OVEROLES PILOTO POPLIN T 52 AZUL XL,7042358,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00353,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,LAPICES MARCAR RAIDEX ROJO,7008109,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00354,EXP-2.4,Sales Minerales,client_product_rule,SULFATO DE MAGNESIO X 25 KG.,7601551,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00355,EXP-14.2,Mantencion Cercos,client_product_rule,CORDEL BUNGY X 50 M,7019500,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00356,EXP-14.2,Mantencion Cercos,client_product_rule,"CABLE L/OUT 2,5MM 100M DURO NEG (G62703)",7606310,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00357,EXP-16.2,Otros Gastos Campo,client_product_rule,CORTAPLUMA JACKNIFE,7614362,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00358,EXP-14.2,Mantencion Cercos,client_product_rule,ALAMBRE GALV. #12 INCHALAM X 25 KG,7603592,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00359,EXP-16.2,Otros Gastos Campo,client_product_rule,CANDADOS # 360,7035831,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00360,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,TRAJE DE AGUA ALASKA XL,7037656,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00361,EXP-2.5,Otros Medicamentos,client_product_rule,POMADRAG X 500 GRAMOS,7600047,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00362,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,TAPON CIERRE PEZONERA 6201-5,7059714,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00363,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,EIMU MINT + 500 ML,7613419,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00364,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,LUBRICANTE OBSTETRICO 5L (SHOOF),7605886,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00365,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 41,7603280,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00366,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 42,7603281,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00367,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,OVEROLES GABARDINA TALLA XXL,7033987,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00368,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 40,7603279,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00369,EXP-14.3,Mantencion Agua y Purines,client_product_rule,BEBEDERO PLASTICO AUTOMATICO,7600713,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00370,EXP-2.5,Otros Medicamentos,client_product_rule,RESFLOR X 100 CC,7602699,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00371,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 43,7603282,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00372,EXP-14.2,Mantencion Cercos,client_product_rule,ANCLAJE 3 VIAS BLA 5UN (G64912),7606309,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00373,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,MAMADERAS PARA TERNERO,7022365,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00374,EXP-5.3,Concentrado Otros Animales,client_product_rule,FIT FORMULA GATO ADULTO X 10 KG,7609331,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00375,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,"MAMADERA SPEEDY FEEDER X 2,5 L (SHOOF)",7603507,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00376,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,MANGAS PARA ORDEÑA MECANICA,7601552,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00377,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,AUTOC. ALLFLEX MED/D.S/E. AMARILLO,7600400,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00378,EXP-2.5,Otros Medicamentos,client_product_rule,DUPLOCILLINE X 100ML,7611298,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00379,EXP-2.5,Otros Medicamentos,client_product_rule,PLANIPART FCO 50 CC,7052159,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00380,EXP-2.5,Otros Medicamentos,client_product_rule,HEMODRAG X 20 ML,7601546,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00381,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,LAZOS PARA PARTO,7013641,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00382,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,LAPICES ALLFLEX,7026778,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00383,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,PINTURA CELO TELL TAIL ROJO 1 LT,7607583,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00384,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,AUTOC. ALLFLEX GRAN/D.S/E. BLANCO,7600407,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00385,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,AUTOC. ALLFLEX MED/D.S/E. BLANCO,7600401,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00386,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,AUTOC. MEDIANO ZEETAGS ROJO,7613452,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00387,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,AUTOC. ALLFLEX GRAN/D.S/E. ROJO,7600411,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00388,EXP-2.5,Otros Medicamentos,client_product_rule,INVEADE INYECTABLE X 100 CC,7055859,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00389,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,"AGUJA DESECHABLE 18G X 1""",7052701,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00390,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,APLICADOR DIPPING S/RETORNO,7058122,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00391,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,OVEROLES GABARDINA TALLA M,7600315,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00392,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,APLICADOR DIPPING HORIZONTAL,7028703,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00393,EXP-2.5,Otros Medicamentos,client_product_rule,HEMATON B12 INYECTABLE 100 ML,7007587,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00394,EXP-13.1,Mantencion Maquinaria,client_product_rule,BAT. YOKO NX120-7 L90AMP. 12 VOLT KOREA,7601895,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00395,EXP-13.1,Mantencion Maquinaria,client_product_rule,"A. SPIRAX S4 TXM X 18,9 L (958955)",7604371,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00396,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 38,7604263,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00397,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,OVEROLES PILOTO POPLIN T 48 AZUL M,7020044,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00398,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE PUNTA ACERO N° 36,7604261,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00399,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,GUANTE CABRETILLA CON FORRO,7600548,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00400,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,DIIO ZEETAG FDX X 5 UN,7602645,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00401,EXP-2.5,Otros Medicamentos,client_product_rule,SOLUTION X 500 ML,7603742,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00402,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITE NORMAL N° 42,7604408,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00403,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71815 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00404,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 72162 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00405,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 72163 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00406,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 72183 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00407,EXP-2.4,Sales Minerales,client_product_rule,SALFORT ALTA BIOTINA X 25 KG,7605687,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00408,EXP-2.6,Otros Gastos Salud Animal,client_product_rule,AYUDA PARTOS ESTANDAR SHOOF 201006,7610470,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00409,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,"MACHETE 18"" TRAMONTINA",7604884,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00410,EXP-14.3,Mantencion Agua y Purines,client_product_rule,"CAÑERIA NEGRA PN4 3/4""",7004715,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00411,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,ESCOBILLA COLECTOR 988.801-01 ALFA/LAVAL,7058718,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00412,EXP-14.2,Mantencion Cercos,client_product_rule,MANIJA AISLADA DOBLE PROP 20UN (G73830),7607921,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00413,EXP-14.2,Mantencion Cercos,client_product_rule,"MALLA CUADRADA 1,50 M. 5014",7006408,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00414,EXP-2.1,Terapias Secado,client_product_rule,ORBENIN X 36 JER,7613746,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00415,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71334 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00416,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71335 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00417,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71336 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00418,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71339 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00419,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71617 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00420,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71694 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00421,EXP-12.2,Analisis Animales,client_product_rule,PLANILLA NÚMERO 71726 - ANÁLISIS : COOP,3600326,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00422,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,ESCOBAS PLASTICAS 75,7005215,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00423,EXP-2.3,Vacunas,client_product_rule,VACUNA LEPTOFERM 5 X 50 DOSIS,7610430,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00424,EXP-14.3,Mantencion Agua y Purines,client_product_rule,HANSEN REP VARILLA CORTA 202MM SUPER-FLO,7613310,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00425,EXP-2.3,Vacunas,client_product_rule,VACUNA VISION 8 X 50 DOSIS,7602116,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00426,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,BOTA BEKINA STEPLITEX SOLIDGRIP N° 42,7610560,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00427,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,INYECTOR PREMIUM 2 ML SHOOF 220097,7608886,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00428,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,PALAS CARRILANA TRUPER,7006726,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00429,EXP-16.1,Ropa y Herramientas de Trabajo,client_product_rule,PICOTA TRUPER 5 LB C/MANGO,7037524,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00430,EXP-14.2,Mantencion Cercos,client_product_rule,AISLADOR POSTE MADERA C/SEGURO X 25 UN,7603581,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
RG-00431,EXP-13.1,Mantencion Maquinaria,client_product_rule,A. RIMULA R4 X 15W40 X 20 L (959430),7011576,COLUN,,Client-confirmed product-to-category mapping.,,COMPRAS,taxonomy_income_vs_expense_family,
