row_id,input_id,source_file,period,folio,nro_lin_det,direction,invoice_date,document_type,provider_rut,provider_giro,item_text,description,provider,farm,meter_code,amount,unit_price,xml_document_kind,source,prediction,top1,margin,entropy,decision,reason,top3,model_prediction,model_top1,lookup_conflict,exact_known_truth,exact_known_consistent,risk_flags,evidence_tier,correction
2130,COMPRAS|760726559|2456|1,DTE_033_000000002456_760726559.xml,2025-04,2456,1,COMPRAS,2025-04-28,33,760726559,ASESORIAS AGRICOLAS,CONTROL DE ROEDORES,"PROGRAMA DE CONTROL DE ROEDORES AL PREDIO RAICES, VISITAS REALIZADAS 2/4/2025 HT6580; 15/4/2025 HT6605.",H2 ASESORIAS Y SERVICIOS SPA,,,65000,65000.00,Documento,silver_audit_backfill,EXP-7.0,0.542546,0.288549,1.56765,auto_accept,,EXP-7.0:0.5425;EXP-9.2:0.2540;EXP-10.1:0.0406,EXP-7.0,0.542546,False,,,,silver_audit,recovered
2131,COMPRAS|760726559|2457|1,DTE_033_000000002457_760726559.xml,2025-04,2457,1,COMPRAS,2025-04-28,33,760726559,ASESORIAS AGRICOLAS,CONTROL DE ROEDORES,"CONTROL DE ROEDORES PREDIO YUTRECO, VISITAS REALIZADA 3/4/2025 HT6584; 16/4/2025 HT6609.",H2 ASESORIAS Y SERVICIOS SPA,,,60000,60000.00,Documento,silver_audit_backfill,EXP-7.0,0.482373,0.164298,1.597919,auto_accept,,EXP-7.0:0.4824;EXP-9.2:0.3181;EXP-10.1:0.0349,EXP-7.0,0.482373,False,,,,silver_audit,recovered
2132,COMPRAS|760726559|2458|1,DTE_033_000000002458_760726559.xml,2025-04,2458,1,COMPRAS,2025-04-28,33,760726559,ASESORIAS AGRICOLAS,CONTROL DE ROEDORES,"PROGRAMA DE CONTROL DE ROEDORES PREDIO BRAMADERO, VISITAS REALIZADAS 8/4/2025 HT6593; 23/4/2025 HT6621.",H2 ASESORIAS Y SERVICIOS SPA,,,61500,61500.00,Documento,silver_audit_backfill,EXP-7.0,0.545104,0.317713,1.644696,auto_accept,,EXP-7.0:0.5451;EXP-9.2:0.2274;EXP-10.1:0.0419,EXP-7.0,0.545104,False,,,,silver_audit,recovered
2133,COMPRAS|760726559|2459|1,DTE_033_000000002459_760726559.xml,2025-04,2459,1,COMPRAS,2025-04-28,33,760726559,ASESORIAS AGRICOLAS,CONTROL DE ROEDORES,"PROGRAMA DE CONTROL DE ROEDORES AL PREDIO EL MAITEN, VISITAS REALIZADAS 8/4/2025 HT6594; 23/4/2025 HT6622.",H2 ASESORIAS Y SERVICIOS SPA,,,154500,154500.00,Documento,silver_audit_backfill,EXP-7.0,0.496359,0.216771,1.668121,auto_accept,,EXP-7.0:0.4964;EXP-9.2:0.2796;EXP-10.1:0.0412,EXP-7.0,0.496359,False,,,,silver_audit,recovered
2134,COMPRAS|760726559|2480|1,DTE_033_000000002480_760726559.xml,2025-04,2480,1,COMPRAS,2025-04-30,33,760726559,ASESORIAS AGRICOLAS,CONTROL DE ROEDORES,PROGRAMA DE CONTROL DE ROEDORES CASA ADM HT6628.,H2 ASESORIAS Y SERVICIOS SPA,,,38000,38000.00,Documento,silver_audit_backfill,EXP-7.0,0.539052,0.34173,1.765224,auto_accept,,EXP-7.0:0.5391;EXP-9.2:0.1973;EXP-10.1:0.0439,EXP-7.0,0.539052,False,,,,silver_audit,recovered
2135,COMPRAS|769536124|2644|1,DTE_033_000000002644_769536124.xml,2025-04,2644,1,COMPRAS,2025-04-30,33,769536124,"SERVICIO MANTEN., MONT Y AUTOMATIZACION DE EQUIPOS INDUST. EN TERRENO",HORA TECNICA,,COMERCIAL SERVIFEED SPA,,,38900,38900.00,Documento,manually_audited_near_identical_backfill,EXP-10.1,0.388924,0.169756,2.231524,auto_accept,,EXP-10.1:0.3889;EXP-14.4:0.2192;ADM-1.6:0.0971,EXP-10.1,0.388924,False,,,,manually_audited_near_identical,recovered
2143,COMPRAS|761804944|9530|1,DTE_033_000000009530_761804944.xml,2025-04,9530,1,COMPRAS,2025-04-22,33,761804944,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,COW GUARD BARRERA 210KG,PRODUCTO ENTREGADO FDO YUTRECO,BIOGENESIS ANIMAL HEALTH SPA,,,798889,840000,Documento,client_evidence_backfill,EXP-10.2,0.928037,0.913066,0.448233,auto_accept,,EXP-10.2:0.9280;EXP-6.1:0.0150;EXP-15.2:0.0140,EXP-10.2,0.928037,False,,,,client_evidence,recovered
2144,COMPRAS|761804944|9536|1,DTE_033_000000009536_761804944.xml,2025-04,9536,1,COMPRAS,2025-04-22,33,761804944,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS,COW GUARD BARRERA 210KG,PRODUCTO ENTREGADO FDO EL MAITEN,BIOGENESIS ANIMAL HEALTH SPA,,,1597778,840000,Documento,client_evidence_backfill,EXP-10.2,0.935088,0.922279,0.41185,auto_accept,,EXP-10.2:0.9351;EXP-15.2:0.0128;EXP-6.1:0.0128,EXP-10.2,0.935088,False,,,,client_evidence,recovered
2174,COMPRAS|761757865|24150|1,DTE_033_000000024150_761757865.xml,2025-04,24150,1,COMPRAS,2025-04-29,33,761757865,"INSTALACION,MANTENCION,REPARACION MAQUINARIA AGROPECUARIA,FORESTAL",VASO METATRON CPL,,GEA Farm Technologies Osorno Ltda.,,,1005911,394475,Documento,manually_audited_near_identical_backfill,EXP-10.1,0.558618,0.380001,1.558636,auto_accept,,EXP-10.1:0.5586;EXP-10.4:0.1786;EXP-10.3:0.1180,EXP-10.1,0.558618,False,,,,manually_audited_near_identical,recovered
2194,COMPRAS|771552897|60880|1,DTE_033_000000060880_771552897.xml,2025-04,60880,1,COMPRAS,2025-04-24,33,771552897,AGROINDUSTRIA,BIOLACT ANTILLANCA GRANEL,,AGROCOMERCIAL IANSA S.A.,,A096685810,3795214,283.648,Documento,client_evidence_backfill,EXP-5.1,0.792513,0.709271,0.939673,auto_accept,,EXP-5.1:0.7925;EXP-5.2:0.0832;EXP-6.5:0.0582,EXP-5.1,0.792513,False,,,,client_evidence,recovered
2201,COMPRAS|111003351|82165|6,DTE_033_000000082165_111003351.xml,2025-04,82165,6,COMPRAS,2025-04-02,33,111003351,COMPRAVENTA MAQUINARIAS SERVICIO TECNICO,ENGRACE,ENGRACE,LIDIA ANGELICA SANHUEZA FUENTES,,,2521,840.34,Documento,silver_audit_backfill,EXP-13.1,0.743758,0.657035,1.229198,auto_accept,,EXP-13.1:0.7438;ADM-1.6:0.0867;EXP-14.4:0.0293,EXP-13.1,0.743758,False,,,,silver_audit,recovered
2202,COMPRAS|111003351|82165|7,DTE_033_000000082165_111003351.xml,2025-04,82165,7,COMPRAS,2025-04-02,33,111003351,COMPRAVENTA MAQUINARIAS SERVICIO TECNICO,MANO DE OBRA JOSE Q,MANO DE OBRA JOSE Q,LIDIA ANGELICA SANHUEZA FUENTES,,,23109,2100.84,Documento,silver_audit_backfill,EXP-13.1,0.568873,0.496377,1.806033,auto_accept,,EXP-13.1:0.5689;EXP-9.2:0.0725;EXP-14.4:0.0683,EXP-13.1,0.568873,False,,,,silver_audit,recovered
2206,COMPRAS|762599570|198951|1,DTE_033_000000198951_762599570.xml,2025-04,198951,1,COMPRAS,2025-04-08,33,762599570,SERVICENTRO,93 S/P,,ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L.,,,31208,779.97,Documento,client_evidence_backfill,ADM-1.4,0.746355,0.704891,1.381561,auto_accept,,ADM-1.4:0.7464;EXP-11.4:0.0415;EXP-10.1:0.0346,ADM-1.4,0.746355,False,,,,client_evidence,recovered
2319,COMPRAS|969183005|567514|6,DTE_033_000000567514_969183005.xml,2025-04,567514,6,COMPRAS,2025-04-08,33,969183005,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",S-MD50 QUINTA MANTENCION,A@S-MD50 QUINTA MANTENCION,DIFOR CHILE S.A.,,,0,,Documento,client_evidence_backfill,EXP-13.3,0.899419,0.875063,0.63046,auto_accept,,EXP-13.3:0.8994;EXP-13.1:0.0244;ADM-1.2:0.0072,EXP-13.3,0.899419,False,,,,client_evidence,recovered
2332,COMPRAS|969183005|569101|6,DTE_033_000000569101_969183005.xml,2025-04,569101,6,COMPRAS,2025-04-17,33,969183005,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",S-MD10 PRIMERA MANTENCION,A@S-MD10 PRIMERA MANTENCION,DIFOR CHILE S.A.,,,0,,Documento,client_evidence_backfill,EXP-13.3,0.942077,0.925339,0.384381,auto_accept,,EXP-13.3:0.9421;EXP-13.1:0.0167;EXP-7.0:0.0078,EXP-13.3,0.942077,False,,,,client_evidence,recovered
2347,COMPRAS|969183005|571282|6,DTE_033_000000571282_969183005.xml,2025-04,571282,6,COMPRAS,2025-04-30,33,969183005,"SS.DE REPARACION DE AUTOMOVILES, COMPRA-VENTA DE VEHICULOS NUEVOS Y USADOS",S-MD40 CUARTA MANTENCION,A@S-MD40 CUARTA MANTENCION,DIFOR CHILE S.A.,,,0,,Documento,client_evidence_backfill,EXP-13.3,0.909282,0.851664,0.467813,auto_accept,,EXP-13.3:0.9093;EXP-13.1:0.0576;EXP-10.1:0.0050,EXP-13.3,0.909282,False,,,,client_evidence,recovered
2382,COMPRAS|990120005|638229|1,DTE_033_000000638229_990120005.xml,2025-04,638229,1,COMPRAS,2025-04-07,33,990120005,Seguros de Vida,Seguro Colectivo. Poliza Nro. 12799,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,,566466,,Documento,silver_audit_backfill,ADM-2.2,0.804647,0.722246,0.934617,auto_accept,,ADM-2.2:0.8046;ADM-1.4:0.0824;ADM-1.8:0.0247,ADM-2.2,0.804647,False,,,,silver_audit,recovered
2458,COMPRAS|770711002|1158729|12,DTE_033_000001158729_770711002.xml,2025-04,1158729,12,COMPRAS,2025-04-11,33,770711002,FERRETERIA,HULE AFRANELADO DELGADO 1.40 ANCHO,HULE AFRANELADO DELGADO 1.40 ANCHO,COMERCIAL HARCHA SPA,,C96685810-9,5508,2754,Documento,silver_audit_backfill,EXP-14.4,0.200335,0.061381,2.690783,auto_accept,,EXP-14.3:0.2003;ADM-1.6:0.1390;EXP-14.4:0.1165,EXP-14.3,0.200335,False,,,,silver_audit,recovered_over_model_disagreement
2525,COMPRAS|97080000K|3247987|1,DTE_033_000003247987_97080000K.xml,2025-04,3247987,1,COMPRAS,2025-04-07,33,97080000K,BANCO COMERCIAL,Comisión por Nóminas en Línea CCA,,BANCO BICE,,,365934,365934,Documento,silver_audit_backfill,ADM-1.7,0.517366,0.394462,1.727873,auto_accept,,ADM-1.7:0.5174;EXP-15.1:0.1229;ADM-1.10:0.1009,ADM-1.7,0.517366,False,,,,silver_audit,recovered
2541,COMPRAS|823926006|4927558|1,DTE_033_000004927558_823926006.xml,2025-04,4927558,1,COMPRAS,2025-04-04,33,823926006,"CRIA DE GANADO Y BOVINO, ESTACION SERV.",LEUCOSIS ELISA SUERO POOL 10 MUESTRAS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,0010042407,19500,3900,Documento,silver_audit_backfill,EXP-12.2,0.496826,0.389221,2.068154,auto_accept,,EXP-12.2:0.4968;EXP-8.2:0.1076;EXP-8.4:0.0700,EXP-12.2,0.496826,False,,,,silver_audit,recovered
2664,COMPRAS|810941006|28311482|1,DTE_033_000028311482_810941006.xml,2025-04,28311482,1,COMPRAS,2025-04-02,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,30093,752.325,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2666,COMPRAS|810941006|28311727|1,DTE_033_000028311727_810941006.xml,2025-04,28311727,1,COMPRAS,2025-04-09,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,31165,779.129400,Documento,client_evidence_backfill,EXP-11.4,0.734373,0.548601,0.906511,auto_accept,,EXP-11.4:0.7344;ADM-1.4:0.1858;EXP-11.5:0.0304,EXP-11.4,0.734373,False,,,,client_evidence,recovered
2668,COMPRAS|810941006|28311895|1,DTE_033_000028311895_810941006.xml,2025-04,28311895,1,COMPRAS,2025-04-14,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,48627,810.45,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2673,COMPRAS|810941006|28354414|1,DTE_033_000028354414_810941006.xml,2025-04,28354414,1,COMPRAS,2025-04-02,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,45139,752.3167,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2674,COMPRAS|810941006|28354528|1,DTE_033_000028354528_810941006.xml,2025-04,28354528,1,COMPRAS,2025-04-10,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 12295{Impuesto variable combustible: 0,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,23374,779.129400,Documento,client_evidence_backfill,EXP-11.4,0.608874,0.29768,1.055467,auto_accept,,EXP-11.4:0.6089;ADM-1.4:0.3112;EXP-11.5:0.0223,EXP-11.4,0.608874,False,,,,client_evidence,recovered
2676,COMPRAS|810941006|28354656|1,DTE_033_000028354656_810941006.xml,2025-04,28354656,1,COMPRAS,2025-04-17,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,48627,810.45,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2678,COMPRAS|810941006|28354705|1,DTE_033_000028354705_810941006.xml,2025-04,28354705,1,COMPRAS,2025-04-23,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,24158,805.2667,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2679,COMPRAS|810941006|28354776|1,DTE_033_000028354776_810941006.xml,2025-04,28354776,1,COMPRAS,2025-04-29,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,22836,761.2,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2680,COMPRAS|810941006|28354780|1,DTE_033_000028354780_810941006.xml,2025-04,28354780,1,COMPRAS,2025-04-29,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,44150,761.2069,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2681,COMPRAS|810941006|28354788|1,DTE_033_000028354788_810941006.xml,2025-04,28354788,1,COMPRAS,2025-04-29,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,15224,761.2,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2682,COMPRAS|810941006|28354795|1,DTE_033_000028354795_810941006.xml,2025-04,28354795,1,COMPRAS,2025-04-30,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,22836,761.2,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2683,COMPRAS|810941006|28354801|1,DTE_033_000028354801_810941006.xml,2025-04,28354801,1,COMPRAS,2025-04-30,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,30449,761.225,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2685,COMPRAS|810941006|28368140|1,DTE_033_000028368140_810941006.xml,2025-04,28368140,1,COMPRAS,2025-04-01,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 13934{Impuesto variable combustible: 983,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,25579,752.322400,Documento,client_evidence_backfill,EXP-11.4,0.554307,0.191301,1.093613,auto_accept,,EXP-11.4:0.5543;ADM-1.4:0.3630;EXP-11.5:0.0233,EXP-11.4,0.554307,False,,,,client_evidence,recovered
2687,COMPRAS|810941006|28368194|1,DTE_033_000028368194_810941006.xml,2025-04,28368194,1,COMPRAS,2025-04-03,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 8197{Impuesto variable combustible: 0,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,15583,779.129400,Documento,client_evidence_backfill,EXP-11.4,0.612765,0.305292,1.052728,auto_accept,,EXP-11.4:0.6128;ADM-1.4:0.3075;EXP-11.5:0.0225,EXP-11.4,0.612765,False,,,,client_evidence,recovered
2688,COMPRAS|810941006|28368236|1,DTE_033_000028368236_810941006.xml,2025-04,28368236,1,COMPRAS,2025-04-07,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,31165,779.125,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2691,COMPRAS|810941006|28368417|1,DTE_033_000028368417_810941006.xml,2025-04,28368417,1,COMPRAS,2025-04-14,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AGRICOLAS VETER. COMBUSTIBLES Y VEHICULOS,GASOLINA 93,Retira: ANTILLANCA SPA{Impuesto base combustible: 8197{Impuesto variable combustible: -726,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,0966858109,16209,810.455000,Documento,client_evidence_backfill,EXP-11.4,0.536897,0.160613,1.117433,auto_accept,,EXP-11.4:0.5369;ADM-1.4:0.3763;EXP-11.5:0.0238,EXP-11.4,0.536897,False,,,,client_evidence,recovered
2692,COMPRAS|810941006|28368456|1,DTE_033_000028368456_810941006.xml,2025-04,28368456,1,COMPRAS,2025-04-15,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,59163,810.4521,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2693,COMPRAS|810941006|28368465|1,DTE_033_000028368465_810941006.xml,2025-04,28368465,1,COMPRAS,2025-04-15,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,16209,810.45,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2696,COMPRAS|810941006|28368491|1,DTE_033_000028368491_810941006.xml,2025-04,28368491,1,COMPRAS,2025-04-16,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,81046,810.46,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2697,COMPRAS|810941006|28368520|1,DTE_033_000028368520_810941006.xml,2025-04,28368520,1,COMPRAS,2025-04-17,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,35432,805.2727,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2698,COMPRAS|810941006|28368554|1,DTE_033_000028368554_810941006.xml,2025-04,28368554,1,COMPRAS,2025-04-21,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,32211,805.275,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2701,COMPRAS|810941006|28368708|1,DTE_033_000028368708_810941006.xml,2025-04,28368708,1,COMPRAS,2025-04-25,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,15224,761.2,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2702,COMPRAS|810941006|28368831|1,DTE_033_000028368831_810941006.xml,2025-04,28368831,1,COMPRAS,2025-04-29,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,22836,761.2,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2725,COMPRAS|810941006|28533905|1,DTE_033_000028533905_810941006.xml,2025-04,28533905,1,COMPRAS,2025-04-23,33,810941006,FABR. Y DIST.PROD.LACTEOS VTAS. INSAGRIC,GASOLINA 93,GASOLINA 93,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,,48316,805.266667,Documento,client_evidence_backfill,EXP-11.4,0.683454,0.434096,0.922669,auto_accept,,EXP-11.4:0.6835;ADM-1.4:0.2494;EXP-11.5:0.0307,EXP-11.4,0.683454,False,,,,client_evidence,recovered
2820,COMPRAS|810941006|28718313|2,DTE_033_000028718313_810941006.xml,2025-04,28718313,2,COMPRAS,2025-04-22,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,32211,805.275,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2821,COMPRAS|810941006|28718349|1,DTE_033_000028718349_810941006.xml,2025-04,28718349,1,COMPRAS,2025-04-23,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,48316,805.2667,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2824,COMPRAS|810941006|28718541|1,DTE_033_000028718541_810941006.xml,2025-04,28718541,1,COMPRAS,2025-04-29,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,30449,761.225,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2826,COMPRAS|810941006|28722433|1,DTE_033_000028722433_810941006.xml,2025-04,28722433,1,COMPRAS,2025-04-28,33,810941006,FABR.Y DIST.PROD.LACTEOS VTAS.INSUMOS AG,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,,0966858109,30449,761.225,Documento,client_evidence_backfill,EXP-11.4,0.742119,0.56984,0.91508,auto_accept,,EXP-11.4:0.7421;ADM-1.4:0.1723;EXP-11.5:0.0309,EXP-11.4,0.742119,False,,,,client_evidence,recovered
2833,COMPRAS|970040005|43364982|1,DTE_033_000043364982_970040005.xml,2025-04,43364982,1,COMPRAS,2025-04-08,33,970040005,Banco Comercial,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES,COMISION MENSUAL ADMINISTRACION CONVENIO]REMUNERACIONES ]NUMERO DE OPERACION 02600554401 .,Banco de Chile,,,13068,13068,Documento,silver_audit_backfill,ADM-1.7,0.370805,0.201617,2.203085,auto_accept,,ADM-1.7:0.3708;ADM-1.5:0.1692;EXP-15.1:0.0886,ADM-1.7,0.370805,False,,,,silver_audit,recovered
