direction,source_file,source_path,folio,line_number,provider_rut,provider,item_text,description,quantity,unit,unit_price,amount,discount_pct,discount_amount,normalized_text,zero_reason,audit_verdict,audit_rationale
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,6,96918300-5,DIFOR CHILE S.A.,S-MD30 TERCERA MANTENCION,A@S-MD30 TERCERA MANTENCION,,,,0,,,s md30 tercera mantencion a s md30 tercera mantencion,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,7,96918300-5,DIFOR CHILE S.A.,SCO-MO REVISAR BOCINA,A@SCO-MO REVISAR BOCINA,,,,0,,,sco mo revisar bocina a sco mo revisar bocina,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,8,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,9,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios Lubricacion,AUTO2@MO elec Mec Repuestos Accesorios Servicios Lubricacion,,,,0,,,mo elec mec repuestos accesorios servicios lubricacion auto2 mo elec mec repuestos accesorios servicios lubricacion,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,10,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,11,96918300-5,DIFOR CHILE S.A.,181691 57593 26895 11441 91421,2@181691 57593 26895 11441 91421,,,,0,,,181691 57593 26895 11441 91421 2 181691 57593 26895 11441 91421,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,12,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,13,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000565825_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000565825_969183005.xml,565825,14,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000633520_990120005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000000633520_990120005.xml,633520,3,99012000-5,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,RUTCOBRANZA 96685810,,,,,0,,,rutcobranza 96685810,amount_zero,EXCLUDE_JUNK,billing_reference
COMPRAS,DTE_033_000002881157_871611009.xml,Data/Raw_Data/dte_96685810_COMPRAS/202503/DTE_033_000002881157_871611009.xml,2881157,2,87161100-9,DIRECTV Chile TelevisiÃ³n Limitada,Decodificadores Adicionales,,,,,0,,,decodificadores adicionales,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000017764_766379990.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000017764_766379990.xml,17764,12,76637999-0,ENTRE RIEGOS DEL SUR SPA,CONFECCION DE BUJE DE BRONCE,&#45;&#45;&#45;&#45; TRABAJO SOLICITADO POR SR&#46; JAVIER MU&deg;OZ,1,UNID,,0,,,confeccion de buje de bronce 45 45 45 45 trabajo solicitado por sr 46 javier mu deg oz,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000024183_766002048.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000024183_766002048.xml,24183,2,76600204-8,BOBINADOS INDUSTRIALES LONCOMILLA SPA,OBSERVACIONES,TRANSFERENCIA ELECTRONICA Cotización valida por 10 días.,1,,,0,,,observaciones transferencia electronica cotizacion valida por 10 dias,amount_zero,EXCLUDE_JUNK,observations_note
COMPRAS,DTE_033_000000024184_766002048.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000024184_766002048.xml,24184,2,76600204-8,BOBINADOS INDUSTRIALES LONCOMILLA SPA,OBSERVACIONES,TRANSFERENCIA ELECTRONICA Contacto: ( mantencion@bobinadosloncomilla.cl - serviciotecnico@bobinadosloncomilla.cl ) Teléfono: +56 85012109 / (64) 2 24350,1,,,0,,,observaciones transferencia electronica contacto mantencion bobinadosloncomilla cl serviciotecnico bobinadosloncomilla cl telefono 56 85012109 64 2 24350,amount_zero,EXCLUDE_JUNK,observations_note
COMPRAS,DTE_033_000000367356_761303856.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000367356_761303856.xml,367356,3,76130385-6,Procarne Comercial S.A.,IMTO,IMTO,,,,0,,,imto imto,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,2,96918300-5,DIFOR CHILE S.A.,FORD F150 LARIAT TBZL-91 50838 10/03/2025 12:32 740387,A@FORD F150 LARIAT TBZL-91 50838 10/03/2025 12:32 740387,,,,0,,,ford f150 lariat tbzl 91 50838 10 03 2025 12 32 740387 a ford f150 lariat tbzl 91 50838 10 03 2025 12 32 740387,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,6,96918300-5,DIFOR CHILE S.A.,S-MD50 QUINTA MANTENCION,A@S-MD50 QUINTA MANTENCION,,,,0,,,s md50 quinta mantencion a s md50 quinta mantencion,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,7,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,8,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios Lubricacion,AUTO2@MO elec Mec Repuestos Accesorios Servicios Lubricacion,,,,0,,,mo elec mec repuestos accesorios servicios lubricacion auto2 mo elec mec repuestos accesorios servicios lubricacion,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,9,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,10,96918300-5,DIFOR CHILE S.A.,272729 47111 1393 11461 106994,2@272729 47111 1393 11461 106994,,,,0,,,272729 47111 1393 11461 106994 2 272729 47111 1393 11461 106994,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,11,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,12,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000567514_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000567514_969183005.xml,567514,13,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,2,96918300-5,DIFOR CHILE S.A.,FORD AJE5 / NEW R TYLD-93 16099 16/04/2025 16:54 749192,A@FORD AJE5 / NEW R TYLD-93 16099 16/04/2025 16:54 749192,,,,0,,,ford aje5 new r tyld 93 16099 16 04 2025 16 54 749192 a ford aje5 new r tyld 93 16099 16 04 2025 16 54 749192,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,6,96918300-5,DIFOR CHILE S.A.,S-MD10 PRIMERA MANTENCION,A@S-MD10 PRIMERA MANTENCION,,,,0,,,s md10 primera mantencion a s md10 primera mantencion,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,7,96918300-5,DIFOR CHILE S.A.,"SCO-MO REVISAR AUDIO, PANTALLA, CAMARA. SE DESC","A@SCO-MO REVISAR AUDIO, PANTALLA, CAMARA. SE DESC",,,,0,,,sco mo revisar audio pantalla camara se desc a sco mo revisar audio pantalla camara se desc,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,8,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,9,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios Lubricacion,AUTO2@MO elec Mec Repuestos Accesorios Servicios Lubricacion,,,,0,,,mo elec mec repuestos accesorios servicios lubricacion auto2 mo elec mec repuestos accesorios servicios lubricacion,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,10,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,11,96918300-5,DIFOR CHILE S.A.,172531 39996 1360 11192 79496,2@172531 39996 1360 11192 79496,,,,0,,,172531 39996 1360 11192 79496 2 172531 39996 1360 11192 79496,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,12,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,13,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000569101_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000569101_969183005.xml,569101,14,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,2,96918300-5,DIFOR CHILE S.A.,FORD F150 LARIAT PKSR-82 138698 28/04/2025 14:36 751484,A@FORD F150 LARIAT PKSR-82 138698 28/04/2025 14:36 751484,,,,0,,,ford f150 lariat pksr 82 138698 28 04 2025 14 36 751484 a ford f150 lariat pksr 82 138698 28 04 2025 14 36 751484,amount_zero,EXCLUDE_JUNK,vehicle_work_order_metadata
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,3,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,4,96918300-5,DIFOR CHILE S.A.,CODIGO DESCRIPCION,A@CODIGO DESCRIPCION,,,,0,,,codigo descripcion a codigo descripcion,amount_zero,EXCLUDE_JUNK,printed_column_header
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,5,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,A@---------------------------------------------------------------------------------,,,,0,,,a,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,6,96918300-5,DIFOR CHILE S.A.,S-MD40 CUARTA MANTENCION,A@S-MD40 CUARTA MANTENCION,,,,0,,,s md40 cuarta mantencion a s md40 cuarta mantencion,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,7,96918300-5,DIFOR CHILE S.A.,SCO-MO INSTALAR TAPA ESCALERA,A@SCO-MO INSTALAR TAPA ESCALERA,,,,0,,,sco mo instalar tapa escalera a sco mo instalar tapa escalera,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,8,96918300-5,DIFOR CHILE S.A.,SCO-MO 14? REVISI?N DE MANTENCI?N,A@SCO-MO 14? REVISI?N DE MANTENCI?N,,,,0,,,sco mo 14 revisi n de mantenci n a sco mo 14 revisi n de mantenci n,amount_zero,EXCLUDE_JUNK,workshop_request_note
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,9,96918300-5,DIFOR CHILE S.A.,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,,,,0,,,valores netos con descto incluido a valores netos con descto incluido,amount_zero,EXCLUDE_JUNK,printed_totals_header
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,10,96918300-5,DIFOR CHILE S.A.,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,,,,0,,,mo elec mec repuestos accesorios servicios lubricaciontrabajos fue auto2 mo elec mec repuestos accesorios servicios lubricaciontrabajos fue,amount_zero,EXCLUDE_JUNK,printed_service_columns
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,11,96918300-5,DIFOR CHILE S.A.,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,,,,0,,,2,amount_zero,EXCLUDE_JUNK,separator
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,12,96918300-5,DIFOR CHILE S.A.,246076 78943 11878 10571 98678 15300,2@246076 78943 11878 10571 98678 15300,,,,0,,,246076 78943 11878 10571 98678 15300 2 246076 78943 11878 10571 98678 15300,amount_zero,EXCLUDE_JUNK,printed_numeric_summary
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,13,96918300-5,DIFOR CHILE S.A.,VIM : undefined,2@VIM : undefined,,,,0,,,vim undefined 2 vim undefined,amount_zero,EXCLUDE_JUNK,broken_template_field
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,14,96918300-5,DIFOR CHILE S.A.,Taller Ford Osorno.,2@Taller Ford Osorno.,,,,0,,,taller ford osorno 2 taller ford osorno,amount_zero,EXCLUDE_JUNK,workshop_footer
COMPRAS,DTE_033_000000571282_969183005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000571282_969183005.xml,571282,15,96918300-5,DIFOR CHILE S.A.,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,,,,0,,,recuerde programar su proxima visita a servicio al numero 600 262 05 55 2 recuerde programar su proxima visita a servicio al numero 600 262 05 55,amount_zero,EXCLUDE_JUNK,workshop_reminder
COMPRAS,DTE_033_000000638229_990120005.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000000638229_990120005.xml,638229,3,99012000-5,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,RUTCOBRANZA 96685810,,,,,0,,,rutcobranza 96685810,amount_zero,EXCLUDE_JUNK,billing_reference
COMPRAS,DTE_033_000002894174_871611009.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000002894174_871611009.xml,2894174,2,87161100-9,DIRECTV Chile TelevisiÃ³n Limitada,Decodificadores Adicionales,,,,,0,,,decodificadores adicionales,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000004366837_969920301.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000004366837_969920301.xml,4366837,1,96992030-1,Sociedad Concesionaria Vespucio Norte Express S.A.,Peaje Autopista Vespucio Norte,,1,,,0,,,peaje autopista vespucio norte,amount_zero,KEEP_GENUINE_OR_UNCERTAIN,"zero-value text may describe a real/free/bundled good, service, or correction; retain safely"
COMPRAS,DTE_033_000027409247_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000027409247_995200007.xml,27409247,1,99520000-7,COPEC S.A.,Fecha-Guía,04.04.25-29771090*,,,,0,,,fecha guia 04 04 25 29771090,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027409247_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000027409247_995200007.xml,27409247,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 94,146|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 94 146 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000027477406_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000027477406_995200007.xml,27477406,1,99520000-7,COPEC S.A.,Fecha-Guía,27.04.25-29894218*,,,,0,,,fecha guia 27 04 25 29894218,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027477406_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000027477406_995200007.xml,27477406,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 105,953|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 105 953 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000027477945_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000027477945_995200007.xml,27477945,1,99520000-7,COPEC S.A.,Fecha-Guía,27.04.25-30150984*,,,,0,,,fecha guia 27 04 25 30150984,amount_zero,EXCLUDE_JUNK,fuel_delivery_reference
COMPRAS,DTE_033_000027477945_995200007.xml,Data/Raw_Data/dte_96685810_COMPRAS/202504/DTE_033_000027477945_995200007.xml,27477945,2,99520000-7,COPEC S.A.,Total,"GASOLINA SP 93 OCTANOS NU 1203| 63,687|Litro",,,,0,,,total gasolina sp 93 octanos nu 1203 63 687 litro,amount_zero,EXCLUDE_JUNK,zero_fuel_summary
COMPRAS,DTE_033_000000024625_766002048.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000024625_766002048.xml,24625,2,76600204-8,BOBINADOS INDUSTRIALES LONCOMILLA SPA,OBSERVACIONES,PAGO TRANSFERENCIA EQUIPO CON PUESTA EN MARCHA,1,,,0,,,observaciones pago transferencia equipo con puesta en marcha,amount_zero,EXCLUDE_JUNK,observations_note
COMPRAS,DTE_033_000000024627_766002048.xml,Data/Raw_Data/dte_96685810_COMPRAS/202505/DTE_033_000000024627_766002048.xml,24627,3,76600204-8,BOBINADOS INDUSTRIALES LONCOMILLA SPA,OBSERVACIONES,PAGO : TRANSFERENCIA ELECTRONICA 28/05/2025 EQUIPO CON PUESTA EN MARCHA / PROBADO EN LOCAL,1,,,0,,,observaciones pago transferencia electronica 28 05 2025 equipo con puesta en marcha probado en local,amount_zero,EXCLUDE_JUNK,observations_note
